MSOA_code,number_measured,number_obese,obesity_rate,overcrowded_percent,lone_parent_percent,long_commute_percent,social_housing_percent,unemployment_rate,inactive_rate,nonwhite_percent,higher_education_percent,average_household_size,percent_age_10_11
E02000100,223.0,48.0,21.524663677130047,11.500974658869396,9.377431906614786,33.48623853211009,10.405300077942323,8.056768558951966,31.270280014421346,73.97523740834235,49.84679665738162,3.0692876605683144,1.6826923076923077
E02000101,286.0,75.0,26.223776223776223,19.35007385524372,17.3258559622196,29.63771278917503,30.67611455565397,9.587020648967552,32.07205393982087,69.74849094567405,38.63607714609857,2.865327820437094,2.648539778449144
E02000102,351.0,76.0,21.65242165242165,19.73929236499069,16.095380029806257,21.899886234357226,22.64080566952629,9.029345372460496,32.192603266090295,70.08762453486976,27.164658634538156,3.067809239940388,3.447447447447447
E02000103,333.0,73.0,21.92192192192192,17.316017316017316,18.110918544194107,21.54195011337869,25.736568457538997,10.120431016268752,31.26817042606516,63.63636363636363,36.53503184713376,2.813348743137821,2.908142799839551
E02000104,174.0,42.0,24.13793103448276,15.702479338842975,12.743069921390154,34.596375617792425,15.320910973084889,7.194616977225674,32.014388489208635,69.31893909103024,38.956271943823815,3.009102192800993,2.1988272921108742
E02000105,237.0,56.0,23.62869198312236,21.09500805152979,12.861736334405144,32.33867959716524,13.477002251527823,7.333735181836448,29.22592442096709,74.52255180820805,39.04240417674775,3.101705825555198,2.548223350253807
E02000106,345.0,105.0,30.434782608695656,19.246861924686197,16.517857142857142,23.542116630669547,18.57222532069158,10.989882959730211,31.08943403515549,62.90213505941456,31.819832909553213,2.851366424986057,2.396135265700483
E02000107,222.0,44.0,19.81981981981982,13.646788990825687,12.379642365887207,17.672080433101314,18.592388812471345,7.425410660408985,28.29843649995428,52.33567967821556,43.451395785060136,2.4931224209078406,2.2488344455617515
E02000108,215.0,52.0,24.186046511627907,20.26431718061674,12.90748898678414,35.291285507944146,13.142857142857142,7.357594936708861,28.4435261707989,73.62258953168043,38.27497865072588,3.160070360598065,2.5068870523415976
E02000109,284.0,78.0,27.464788732394368,,,,,,,,,,
E02000110,180.0,42.0,23.33333333333333,11.003236245954692,10.98191214470284,20.67168500289519,21.23464770523594,8.542482155192262,29.67584097859327,51.07632093933464,48.17550598315852,2.623464770523594,2.239079897222562
E02000111,304.0,67.0,22.039473684210524,27.74294670846395,11.947318908748825,25.463358996293127,14.124293785310735,7.220279720279721,29.377880184331797,84.6051582026057,33.18206972883232,3.386591478696742,2.614552867145263
E02000112,271.0,70.0,25.830258302583022,24.74964234620887,11.956521739130435,24.667836550513915,12.128146453089244,7.885575904343877,26.348936170212767,80.06808510638298,33.694083694083695,3.257437070938215,2.1541081311196253
E02000113,416.0,114.0,27.40384615384616,23.10030395136778,28.792946184250532,21.923268560039865,58.2547886895713,14.363817097415508,35.37902388369678,79.65116279069767,28.219620508679853,2.91314910416034,3.67334232645014
