MSOA,long_commute_percent
E02000248,31.373725254949008
E02000249,28.359636537541842
E02000250,31.737089201877932
E02000251,30.827740492170026
E02000252,20.58496853017401
E02000253,30.832130832130833
E02000254,23.094958968347008
E02000255,34.822888283378745
E02000256,35.294117647058826
E02000258,21.549295774647888
E02000259,31.08587650816182
E02000260,20.852713178294575
E02000261,17.508090614886733
E02000262,21.878025169409486
E02000263,20.123203285420946
E02000264,30.240549828178693
E02000265,31.654991243432573
E02000266,24.786595004742335
E02000267,29.5662100456621
E02000268,29.422169811320753
E02000269,34.6435709526982
E02000270,25.258215962441316
E02000271,25.99243856332703
E02000272,30.990685859441154
E02000275,22.708803611738148
E02000276,35.4014598540146
E02000277,40.07717750826902
E02000278,40.42553191489361
E02000279,45.52929085303186
E02000280,35.3125
E02000281,35.36851286524204
E02000282,37.257555254848896
E02000283,39.442607463391596
E02000284,38.24657534246575
E02000285,33.41968911917099
E02000286,36.40911617565314
E02000287,44.68390804597701
E02000288,35.046567781993794
E02000289,36.422413793103445
E02000290,35.705128205128204
E02000291,37.06739526411658
E02000292,35.14719000892061
E02000293,36.97916666666667
E02000294,34.9290780141844
E02000295,36.15853658536585
E02000296,38.96848137535817
E02000297,35.497630331753555
E02000298,36.455525606469
E02000299,33.69565217391305
E02000300,36.18388531883341
E02000301,35.58504221954162
E02000302,32.049224184055646
E02000303,33.13984168865435
E02000304,35.21885521885522
E02000305,41.00373731980779
E02000306,33.38242513500245
E02000307,30.60805258833196
E02000308,36.7
E02000309,34.71830985915493
E02000311,34.47572419420645
E02000312,37.72819472616633
E02000313,39.94236311239193
E02000314,45.8462492250465
E02000315,43.73503591380686
E02000317,37.82051282051282
E02000318,40.34293109026205
E02000319,40.32667876588022
E02000320,41.40893470790378
E02000321,39.71315529179031
E02000323,41.53104279686558
E02000324,28.241262683201807
E02000326,34.952606635071085
E02000327,35.62052505966587
E02000328,30.303030303030305
E02000329,35.596572181938036
E02000331,31.981519507186857
E02000332,37.772539776075426
E02000333,33.543733092876465
E02000334,33.733333333333334
E02000335,34.64624361779723
E02000337,33.31584470094439
E02000339,38.513513513513516
E02000340,41.20996441281139
E02000341,33.81057268722467
E02000342,38.97550111358575
E02000343,37.51696065128901
E02000344,39.364118092354275
E02000345,10.35031847133758
E02000346,16.26336522228475
E02000347,9.782608695652174
E02000348,9.988584474885846
E02000350,12.319851231985124
E02000351,15.249433106575964
E02000352,12.470023980815348
E02000353,13.462976813762154
E02000354,15.028901734104046
E02000355,13.909994155464641
E02000356,11.456628477905074
E02000357,18.98652982681206
E02000358,14.392935982339955
E02000359,16.52639632746748
E02000360,14.79408236705318
E02000361,14.918032786885247
E02000362,15.958188153310104
E02000363,14.74671669793621
E02000364,13.557422969187675
E02000366,16.0926737633062
E02000367,11.817771763644565
E02000368,13.555992141453832
E02000369,13.483575248281129
E02000370,14.816810344827585
E02000372,12.392638036809817
E02000373,13.644859813084112
E02000374,14.160485502360082
E02000375,14.405144694533762
E02000376,13.725490196078432
E02000377,14.277180406212665
E02000378,13.142857142857142
E02000379,17.74891774891775
E02000380,18.787878787878785
E02000381,11.10277569392348
E02000382,15.682819383259911
E02000383,12.665515256188831
E02000384,15.1269584008644
E02000385,14.297658862876252
E02000386,12.717770034843207
E02000387,10.488126649076516
E02000388,12.852311161217585
E02000389,14.65863453815261
E02000390,10.746513535684986
E02000391,12.761020881670534
E02000392,12.859659424544919
E02000393,13.11320754716981
E02000394,13.043478260869565
E02000395,14.920948616600791
E02000396,13.213448006254886
E02000397,33.45945945945946
E02000398,39.850488786659
E02000400,32.149532710280376
E02000401,31.778058007566205
E02000402,31.441326530612244
E02000403,37.514124293785315
E02000404,32.44228432563791
E02000405,25.217391304347824
E02000406,28.94259818731118
E02000407,29.88624612202689
E02000408,32.75154004106776
E02000409,27.02127659574468
E02000410,22.476190476190478
E02000411,34.105960264900666
E02000412,25.346331452026682
E02000413,26.184738955823295
E02000414,29.88636363636364
E02000415,25.311942959001783
E02000416,19.711236660389204
E02000417,18.91643709825528
E02000418,17.875647668393782
E02000419,22.400000000000002
E02000420,25.272007912957466
E02000421,29.793103448275858
E02000422,23.75225496091401
E02000423,18.171493469619534
E02000424,16.492357200321802
E02000425,14.399999999999999
E02000426,16.586306653809064
E02000427,17.137229152987523
E02000428,19.803829985987857
E02000429,16.218905472636816
E02000430,14.201183431952662
E02000431,15.392781316348195
E02000432,15.981012658227847
E02000433,45.18801784576163
E02000434,42.2963689892051
E02000435,41.46919431279621
E02000436,41.10898661567878
E02000437,38.00211416490486
E02000438,39.15558126084442
E02000439,40.754897276636406
E02000440,39.28738865447726
E02000441,41.24214933705513
E02000442,38.131313131313135
E02000443,36.40514736405147
E02000444,36.78335870116692
E02000445,39.56124314442413
E02000447,36.73355629877369
E02000448,41.48845166809239
E02000449,36.577181208053695
E02000451,42.92307692307693
E02000452,41.03585657370518
E02000453,37.234042553191486
E02000454,39.21568627450981
E02000455,39.874585023976394
E02000456,39.62159154145798
E02000457,38.31899404367968
E02000459,36.541811846689896
E02000460,34.54339194554736
E02000461,37.20787207872079
E02000462,36.58008658008658
E02000463,36.02569986232216
E02000464,48.181338956246705
E02000465,49.47643979057592
E02000466,40.68040249161476
E02000467,41.26744624669936
E02000468,41.2807881773399
E02000469,46.22857142857143
E02000470,52.90262172284644
E02000471,40.986494421608924
E02000472,42.81424281424282
E02000473,46.19858745326132
E02000474,41.087751371115175
E02000475,49.44388270980789
E02000476,45.20547945205479
E02000477,43.666830951207494
E02000478,46.65565648224608
E02000479,44.71299093655589
E02000480,38.37597330367075
E02000481,46.51162790697674
E02000482,47.53954305799649
E02000483,43.822714681440445
E02000484,39.189848706686185
E02000485,45.17045454545455
E02000486,46.08019150209455
E02000487,43.601190476190474
E02000488,42.391947898164595
E02000489,44.54767726161369
E02000490,42.2332506203474
E02000491,40.67475360121304
E02000492,42.8750784682988
E02000493,43.43918514080288
E02000494,51.29958960328317
E02000495,42.857142857142854
E02000496,39.25373134328358
E02000497,41.66666666666667
E02000498,38.78157503714711
E02000499,38.71811641595814
E02000500,40.58229352346999
E02000501,37.11018711018711
E02000502,43.443396226415096
E02000503,38.994565217391305
E02000504,40.05053695514845
E02000506,40.994542146755606
E02000507,31.761904761904763
E02000508,41.1070110701107
E02000509,40.327578574590525
E02000510,30.427563304275633
E02000511,28.49162011173184
E02000512,29.614325068870524
E02000513,28.523908523908524
E02000514,27.91696492483894
E02000515,36.75564681724846
E02000516,26.59917165209388
E02000517,29.19925512104283
E02000518,30.344827586206897
E02000519,27.8264497288277
E02000520,28.958162428219854
E02000521,34.24824641659042
E02000522,34.66440101954121
E02000523,27.8343949044586
E02000524,30.55675442382391
E02000525,26.7273340074149
E02000526,24.226464779460173
E02000529,26.682986536107713
E02000530,24.487704918032787
E02000531,29.4811320754717
E02000532,26.231783483691878
E02000533,30.693763139453402
E02000534,29.244804865686767
E02000535,28.434013081954596
E02000536,28.77064220183486
E02000537,32.145684877276324
E02000538,24.684343434343432
E02000539,25.836298932384345
E02000540,30.90966320428077
E02000541,27.24358974358974
E02000542,28.8450206246317
E02000543,32.06933911159263
E02000544,28.497652582159628
E02000545,26.633165829145728
E02000546,27.655538694992416
E02000547,28.79614767255217
E02000548,26.97068403908795
E02000549,27.906976744186046
E02000550,28.287924655230405
E02000551,27.09284627092846
E02000552,28.905950095969292
E02000553,26.864035087719294
E02000554,14.240506329113925
E02000555,13.422818791946309
E02000556,16.858728126333762
E02000557,13.351206434316353
E02000558,14.880332986472425
E02000559,13.259345794392525
E02000560,12.04896907216495
E02000561,12.370311252992817
E02000562,11.352133044107013
E02000563,11.995386389850058
E02000564,13.300114986584898
E02000565,14.547754585705249
E02000566,12.231759656652361
E02000567,11.315646995127233
E02000568,13.411764705882353
E02000569,12.43718592964824
E02000570,12.349397590361445
E02000571,10.259658011399619
E02000572,15.005537098560353
E02000573,12.28486646884273
E02000574,10.979228486646884
E02000575,10.887316276537835
E02000576,10.7756376887038
E02000577,10.256410256410255
E02000578,10.44776119402985
E02000579,11.879975505205143
E02000580,10.663983903420524
E02000581,11.86556927297668
E02000582,11.047070124879923
E02000583,10.979228486646884
E02000584,13.924050632911392
E02000585,10.81081081081081
E02000586,12.914691943127963
E02000587,10.046189376443419
E02000588,8.786127167630058
E02000589,12.861136999068034
E02000590,12.695109261186262
E02000591,13.406156901688181
E02000592,12.942612942612945
E02000593,12.406015037593985
E02000594,15.368421052631579
E02000595,14.13673232908459
E02000596,8.100558659217876
E02000597,9.011627906976743
E02000598,27.083333333333332
E02000599,34.83870967741935
E02000600,24.199674443841563
E02000601,33.30049261083744
E02000602,25.564256103178256
E02000603,24.639769452449567
E02000604,31.025369978858354
E02000605,29.905956112852667
E02000606,33.06233062330624
E02000607,31.330472103004293
E02000608,36.96844993141289
E02000609,31.48854961832061
E02000610,33.035714285714285
E02000611,30.66764490095378
E02000612,32.470588235294116
E02000613,32.314694408322495
E02000614,29.274395329441198
E02000615,29.98477929984779
E02000616,30.839975475168607
E02000617,29.091706888986398
E02000619,12.690355329949238
E02000620,12.47144814984011
E02000621,14.25339366515837
E02000622,13.124034997426659
E02000623,14.292565947242206
E02000624,12.51706873008648
E02000625,14.728682170542637
E02000626,14.823529411764705
E02000627,13.574660633484163
E02000628,14.751163623344073
E02000629,13.717693836978132
E02000630,12.598944591029024
E02000631,12.213039485766759
E02000632,12.370203160270881
E02000633,15.126854954523697
E02000634,16.402116402116402
E02000635,15.161441272812354
E02000636,14.233038348082596
E02000637,14.020270270270272
E02000638,16.65947345705654
E02000639,16.794582392776526
E02000640,17.60143198090692
E02000641,15.256723716381417
E02000642,14.485981308411214
E02000643,18.608169440242055
E02000644,18.8565145684442
E02000645,21.609076843733884
E02000646,19.473927088140286
E02000647,22.142857142857142
E02000648,23.567251461988302
E02000649,28.360261258164314
E02000650,31.432274789371355
E02000651,34.45878848063555
E02000652,29.629629629629626
E02000653,20.438912545037667
E02000654,21.479713603818613
E02000655,19.381362568519968
E02000657,21.16122840690979
E02000658,20.0
E02000659,27.445830597504923
E02000660,22.447795823665892
E02000661,31.794095382286148
E02000662,22.00751476113795
E02000663,23.3142037302726
E02000665,31.90005810575247
E02000666,23.124147339699864
E02000667,22.562893081761008
E02000668,35.32297628781684
E02000669,34.25871234494979
E02000670,34.41717791411043
E02000671,23.518957345971565
E02000672,29.650410012947777
E02000673,20.70196311719215
E02000674,32.44709712425393
E02000675,38.601174586225305
E02000676,24.353312302839118
E02000677,29.967845659163988
E02000678,34.353949785670544
E02000679,30.231065468549424
E02000680,23.0718085106383
E02000681,26.824358329139407
E02000682,29.751671442215855
E02000683,38.028169014084504
E02000685,28.297362110311752
E02000686,31.340782122905026
E02000687,33.31222292590247
E02000689,27.682926829268297
E02000690,37.5
E02000691,32.3330832708177
E02000692,40.252100840336134
E02000693,33.26763894363422
E02000694,34.61753210496929
E02000695,29.059829059829063
E02000696,28.778937812074446
E02000697,36.94344163658243
E02000698,34.42906574394463
E02000699,36.9548584544759
E02000700,30.347349177330894
E02000701,27.74613506916192
E02000702,28.755555555555556
E02000703,35.56485355648535
E02000704,34.29978118161925
E02000705,33.59442993907746
E02000706,24.085365853658537
E02000707,30.046948356807512
E02000708,34.29347826086956
E02000709,30.224106602059358
E02000710,26.404245908889873
E02000711,31.921266581086865
E02000712,29.54918032786885
E02000713,26.217038539553755
E02000714,34.4068706387547
E02000715,35.22292993630573
E02000716,35.042219541616404
E02000717,39.83783783783784
E02000718,36.11922852133255
E02000719,30.95018450184502
E02000720,32.73568536726432
E02000721,31.40138408304498
E02000722,31.312649164677804
E02000723,36.420612813370475
E02000724,33.07967770814682
E02000725,30.178926441351887
E02000727,34.20391762933199
E02000728,40.01865671641791
E02000729,34.23475258918297
E02000730,31.823952602623784
E02000731,40.025466893039045
E02000732,35.80246913580247
E02000733,31.490659550133437
E02000734,31.285202252944188
E02000735,34.315100514259
E02000736,39.20829406220547
E02000737,36.44710578842316
E02000738,38.413878562577445
E02000739,35.494155154091395
E02000740,29.47368421052631
E02000741,34.33349729463846
E02000742,37.88610038610039
E02000743,32.374950768018905
E02000744,34.68950749464668
E02000745,37.06563706563706
E02000746,43.639655952919874
E02000747,34.340382678751254
E02000748,37.89746917585983
E02000749,35.27980535279806
E02000751,46.90394929302779
E02000752,51.40543115769414
E02000753,50.59337913803873
E02000754,45.78059071729958
E02000755,41.43646408839779
E02000756,47.93707331552389
E02000757,44.062375049980005
E02000758,37.65472312703583
E02000759,42.81709880868956
E02000760,44.89671931956258
E02000762,44.03730846102598
E02000763,46.038322112894875
E02000764,41.32825719120136
E02000765,46.048537647790916
E02000767,43.814968814968815
E02000768,36.615678776290636
E02000770,44.71921689850593
E02000772,39.92497320471597
E02000773,41.56064461407973
E02000774,42.27642276422765
E02000776,37.28923476005188
E02000777,32.178669097538744
E02000779,39.395604395604394
E02000781,37.350735906692584
E02000782,40.705785802215836
E02000783,39.27077106993425
E02000784,23.49926793557833
E02000785,36.64357197844495
E02000786,25.645438898450944
E02000787,31.576144834930776
E02000788,25.865880619012525
E02000789,38.19444444444444
E02000790,37.58029978586724
E02000791,43.40277777777778
E02000792,37.40288568257492
E02000793,25.832305795314426
E02000794,35.035913806863526
E02000795,28.96237172177879
E02000796,27.53441802252816
E02000797,33.95661929693343
E02000798,30.48957828405235
E02000799,33.84146341463415
E02000800,26.01880877742947
E02000801,29.854576561163388
E02000802,30.787977254264824
E02000803,26.258432797093928
E02000804,32.94117647058823
E02000805,32.64218009478673
E02000806,33.06818181818182
E02000807,14.720260727865291
E02000808,12.5
E02000810,14.348785871964681
E02000812,12.989247311827956
E02000813,16.709621993127147
E02000814,20.089485458612977
E02000815,14.882032667876588
E02000816,13.084922010398614
E02000817,14.478527607361963
E02000818,12.679856115107913
E02000819,14.62631820265933
E02000820,15.04381694255112
E02000821,14.553990610328638
E02000822,13.5243553008596
E02000823,15.594632114761684
E02000824,17.75595013222516
E02000825,17.20912832023943
E02000826,14.635124298315958
E02000827,13.94020826335237
E02000828,17.423259835711196
E02000829,16.757176105508144
E02000830,14.600685938265556
E02000831,13.73346897253306
E02000832,17.673048600883654
E02000833,14.263959390862944
E02000834,14.091680814940577
E02000835,18.758344459279037
E02000836,13.220338983050848
E02000837,11.900826446280991
E02000838,16.24255549539794
E02000839,23.63150867823765
E02000840,23.817161186848438
E02000841,21.867881548974943
E02000842,25.794032723772858
E02000843,29.72972972972973
E02000844,24.051762605979473
E02000845,32.32125367286974
E02000846,26.287553648068666
E02000847,28.895463510848124
E02000848,24.596391263057928
E02000849,28.955223880597014
E02000850,29.291044776119403
E02000851,26.82274247491639
E02000852,28.14221331997997
E02000853,28.876461616675144
E02000854,28.63247863247863
E02000855,30.54272517321016
E02000856,29.20313219714417
E02000857,31.6836262719704
E02000858,27.794263105835803
E02000859,28.636106395019805
E02000860,31.660983925962004
E02000861,32.50728862973761
E02000863,34.07301360057266
E02000864,16.51006711409396
E02000865,13.2640586797066
E02000866,14.40180586907449
E02000867,15.566625155666253
E02000868,12.869924294562974
E02000869,10.192307692307692
E02000870,15.817490494296576
E02000871,17.757742061936497
E02000872,13.62763915547025
E02000873,17.405951712521055
E02000874,13.742494996664442
E02000875,17.372881355932204
E02000876,14.248194353250165
E02000877,16.554413328606877
E02000878,13.93188854489164
E02000879,14.560906515580738
E02000880,12.890094979647218
E02000881,19.693339722089124
E02000882,14.822912111937036
E02000883,18.70967741935484
E02000884,13.835448219402375
E02000885,13.885088919288647
E02000886,14.723926380368098
E02000887,19.036903690369037
E02000888,14.519906323185012
E02000889,11.332941867293012
E02000890,12.823061630218687
E02000893,20.71174377224199
E02000894,18.06420699568759
E02000895,37.02201622247972
E02000896,41.18262689691261
E02000897,38.13145029875068
E02000898,35.714285714285715
E02000899,37.94117647058823
E02000900,36.15107913669065
E02000901,39.61308152924919
E02000902,38.50732600732601
E02000903,33.76399655469423
E02000904,40.123456790123456
E02000905,39.9912778020061
E02000906,34.29533429533429
E02000907,37.45882352941177
E02000908,34.13427561837456
E02000909,35.83200425305689
E02000910,33.58840112766814
E02000911,32.07171314741036
E02000912,28.74940105414471
E02000913,28.719101123595504
E02000914,27.609942638623323
E02000915,33.497536945812804
E02000916,24.157080523601746
E02000917,29.867155290884106
E02000918,35.05434782608695
E02000919,33.04867634500427
E02000920,27.20530835284934
E02000921,31.537356321839084
E02000922,34.35631725787166
E02000923,12.193548387096774
E02000925,13.571428571428571
E02000926,14.439895794566432
E02000927,14.523974982626825
E02000928,19.20623671155209
E02000929,12.899786780383796
E02000930,18.622920517560075
E02000931,16.381082933516105
E02000932,18.937007874015748
E02000933,22.36180904522613
E02000934,18.112244897959183
E02000935,21.747700394218132
E02000936,18.63136863136863
E02000937,17.859778597785976
E02000938,20.213219616204693
E02000939,17.723880597014926
E02000940,17.06183170618317
E02000941,16.40625
E02000942,22.351571594877765
E02000943,16.348600508905854
E02000944,21.1731843575419
E02000945,21.919302071973828
E02000946,17.72554002541296
E02000947,21.509886159376872
E02000948,20.910534674430917
E02000949,19.644902634593358
E02000950,22.369212266987372
E02000951,18.23949246629659
E02000952,21.225194132873167
E02000953,20.30716723549488
E02000954,25.02127659574468
E02000955,23.893805309734514
E02000956,26.244588744588743
E02000957,28.451882845188287
E02000958,25.20846696600385
E02000959,32.30858468677494
E02000960,14.220705346985211
E02000961,16.42542479546885
E02000962,13.008130081300814
E02000963,10.46728971962617
E02000964,10.796387520525453
E02000965,13.615023474178404
E02000966,13.255494505494505
E02000967,13.88888888888889
E02000968,11.594202898550725
E02000969,10.766721044045676
E02000970,9.738503155996394
E02000971,10.567210567210568
E02000972,11.332007952286283
E02000973,11.717861205915813
E02000974,12.344720496894409
E02000975,14.161392405063292
E02000976,11.08786610878661
E02000977,12.421242124212421
E02000978,12.88056206088993
E02000979,9.907997169143666
E02000980,9.349112426035502
E02000981,9.606081548030408
E02000982,10.34231609613984
E02000983,9.8932384341637
E02000984,38.00498753117207
E02000985,32.64659270998415
E02000986,33.10255300735612
E02000987,33.70086289549376
E02000988,28.38789888106092
E02000989,33.41427877610491
E02000990,34.61699455839263
E02000991,28.13383600377003
E02000992,45.21432765707575
E02000993,25.93369702056232
E02000994,29.646017699115045
E02000995,30.23255813953488
E02000996,26.956521739130434
E02000997,32.96955772544515
E02000998,26.46566164154104
E02000999,29.27374301675978
E02001000,25.0682261208577
E02001001,29.3569431500466
E02001002,28.51607903913212
E02001003,36.25146886016451
E02001004,27.16371220020855
E02001005,26.313504125054276
E02001006,25.140809011776753
E02001007,28.674873280231715
E02001008,25.8594150846588
E02001009,25.558441558441558
E02001010,25.884433962264154
E02001011,34.175824175824175
E02001012,24.644945697577274
E02001013,34.67635402906209
E02001014,29.266174554928355
E02001015,26.528854435831178
E02001016,23.25581395348837
E02001017,30.840831523425383
E02001018,35.883668903803134
E02001019,46.25679631953158
E02001020,39.448173005219985
E02001021,38.15789473684211
E02001022,32.977173385138414
E02001023,35.100286532951294
E02001024,31.61425576519916
E02001025,26.75250357653791
E02001026,29.168141592920353
E02001027,29.01291512915129
E02001028,34.41943127962085
E02001029,28.660760812923396
E02001030,35.351227869788694
E02001031,30.832873690016548
E02001032,28.073312472060795
E02001033,26.070252469813394
E02001034,26.442526124488868
E02001035,29.464788732394364
E02001036,25.3797158255757
E02001037,27.5625
E02001038,27.045300878972277
E02001039,23.46938775510204
E02001040,28.326745718050066
E02001041,22.813299232736572
E02001042,25.712515489467165
E02001043,23.585598824393827
E02001044,15.830789358918448
E02001045,21.649484536082475
E02001046,23.86634844868735
E02001047,23.79737609329446
E02001048,20.129270544783008
E02001049,24.415677813736067
E02001050,20.591341077085534
E02001051,23.77768491433347
E02001052,20.580204778156997
E02001053,22.23396758280479
E02001055,21.9573400250941
E02001056,21.062106210621064
E02001059,21.72021419009371
E02001061,22.316176470588236
E02001062,21.055004508566274
E02001063,22.058144900784495
E02001064,23.361479694410935
E02001065,20.881763527054108
E02001066,22.09737827715356
E02001067,22.160970231532527
E02001068,17.988064791133844
E02001069,19.180201082753285
E02001070,23.448602558029368
E02001072,17.387081107333657
E02001073,19.671382930168875
E02001074,16.170861937452326
E02001075,20.564102564102566
E02001076,24.274274274274273
E02001077,19.15641476274165
E02001078,20.181503889369058
E02001079,16.658823529411766
E02001080,18.734673859735164
E02001081,20.985010706638114
E02001082,17.728055077452666
E02001083,20.91750841750842
E02001084,18.403115871470302
E02001085,16.87721071248105
E02001086,18.148820326678766
E02001087,23.631386861313867
E02001088,14.249037227214378
E02001089,24.842105263157897
E02001090,20.451977401129945
E02001091,20.405343159834178
E02001092,16.60261337432744
E02001093,18.343898573692552
E02001094,17.62132060461416
E02001095,20.022329735764792
E02001096,24.142661179698216
E02001097,20.930232558139537
E02001098,25.67049808429119
E02001099,27.1304347826087
E02001100,25.609756097560975
E02001101,23.160588611644272
E02001102,24.429967426710096
E02001103,45.83952451708767
E02001104,24.10596026490066
E02001105,20.84073416222617
E02001106,21.356502242152466
E02001107,25.384615384615383
E02001108,20.673076923076923
E02001109,21.563218390804597
E02001110,37.816162862430595
E02001111,23.026973026973028
E02001112,22.926267281105993
E02001113,31.62350597609562
E02001114,22.24699063753901
E02001115,26.804123711340207
E02001116,23.164861612515043
E02001117,39.47923997185081
E02001118,29.454545454545457
E02001119,25.13111888111888
E02001121,25.168401714635642
E02001123,24.76525821596244
E02001124,20.31602708803612
E02001125,19.96520226185298
E02001126,22.48597324126025
E02001127,21.833161688980432
E02001128,19.068203650336216
E02001129,21.09575012800819
E02001130,23.335488041370393
E02001131,22.130013831258644
E02001132,38.98482469911041
E02001133,35.74660633484163
E02001134,41.23652864435621
E02001135,26.848249027237355
