MSOA,lone_parent_percent
E02000113,28.792946184250535
E02000114,13.622875640679796
E02000115,11.125451729478575
E02000116,21.638330757341574
E02000117,24.23796510405718
E02000118,12.230671736375157
E02000119,24.405665149215984
E02000120,10.131950989632422
E02000121,13.292884721456149
E02000122,12.47230136119025
E02000123,22.430919270363013
E02000124,12.154696132596685
E02000125,12.871287128712872
E02000126,18.841857730746618
E02000127,18.82756799577502
E02000128,11.622592229840025
E02000130,12.138570649208948
E02000131,13.848885381732098
E02000132,9.860295606398056
E02000133,7.114807114807115
E02000134,11.759154397885995
E02000135,21.36271643804812
E02000136,12.10801393728223
E02000137,8.142701525054466
E02000138,6.5474752355641455
E02000139,10.105900151285931
E02000140,19.730134932533733
E02000141,13.592233009708737
E02000142,9.649376992176181
E02000144,8.669448307834957
E02000145,20.597439544807965
E02000146,10.544554455445544
E02000147,6.790903348073278
E02000148,8.719851576994433
E02000149,14.007308160779536
E02000150,11.492776886035314
E02000151,5.929919137466308
E02000152,17.952857604133033
E02000153,7.907458563535911
E02000154,9.131652661064425
E02000155,10.28252299605782
E02000156,8.84046052631579
E02000157,8.424908424908425
E02000158,13.480553724456163
E02000159,9.390503189227498
E02000160,8.61275476660092
E02000161,8.502994011976048
E02000162,11.133603238866396
E02000163,8.376792698826598
E02000165,11.127325793506019
E02000166,13.696612665684832
E02000167,5.753262158956109
E02000168,10.303377218088151
E02000169,8.556326395771391
E02000170,8.22985850418712
E02000171,10.48048048048048
E02000172,17.54646840148699
E02000173,5.942857142857143
E02000174,14.990138067061142
E02000175,8.797585886722377
E02000176,6.133333333333333
E02000177,15.845648604269295
E02000178,11.596638655462185
E02000179,11.268158617981939
E02000180,11.48053424268258
E02000181,7.546666666666667
E02000182,10.880829015544041
E02000183,9.812050856826977
E02000184,14.942212438084754
E02000185,15.027053615346778
E02000186,9.850034083162917
E02000187,18.85159937073938
E02000188,17.285766826038984
E02000191,5.890736342042755
E02000192,11.981865284974093
E02000193,8.354838709677418
E02000194,14.41827266238401
E02000195,13.549126324835289
E02000196,16.832386363636363
E02000197,17.75700934579439
E02000198,21.432648401826484
E02000199,18.720748829953198
E02000200,15.271182204448888
E02000201,21.004446769552708
E02000202,16.56239710240369
E02000203,18.039090035245113
E02000204,17.959057071960295
E02000206,21.590145576707727
E02000207,21.781899943788645
E02000208,22.675128142543326
E02000209,19.954278249510125
E02000210,17.121300058038305
E02000211,11.70051530766899
E02000212,22.22902633190447
E02000213,18.601632047477747
E02000214,11.330472103004292
E02000215,12.838095238095237
E02000216,8.596670064559973
E02000217,16.4609872611465
E02000218,23.341836734693878
E02000219,8.791946308724832
E02000221,20.460806411219636
E02000222,11.68545504536706
E02000223,33.0945558739255
E02000224,13.661369193154036
E02000225,20.878708223807735
E02000226,8.240374235336452
E02000227,15.088879702356344
E02000228,6.883937479215165
E02000229,24.631202503352704
E02000230,11.032364753130167
E02000231,8.081543502002184
E02000232,10.717299578059073
E02000233,13.71976647206005
E02000234,14.059139784946236
E02000235,11.023325808878855
E02000236,10.492893861505896
E02000237,9.858226178700956
E02000238,13.119143239625167
E02000239,10.1741208603619
E02000240,21.236214413952297
E02000241,13.950807071483473
E02000242,11.319910514541387
E02000243,13.952
E02000244,11.674608577263443
E02000245,21.556350626118068
E02000246,20.59206245933637
E02000247,18.39198561520678
E02000248,11.311914323962517
E02000249,14.192439862542955
E02000250,8.444619010212097
E02000251,12.898151789225324
E02000252,14.603174603174605
E02000253,20.0
E02000254,11.724137931034482
E02000255,13.535620052770447
E02000256,8.49478390461997
E02000258,11.299000768639509
E02000259,14.745196324143691
E02000260,13.408430232558139
E02000261,14.567008237894314
E02000262,10.440952863659401
E02000263,11.845352344392651
E02000264,7.761783799040361
E02000265,14.318901795142555
E02000266,19.161816065192085
E02000267,13.505122632722758
E02000268,10.486794407042984
E02000269,7.60145366444579
E02000270,12.973760932944606
E02000271,7.150050352467272
E02000272,9.921259842519685
E02000275,12.697060076693651
E02000276,10.022026431718063
E02000277,24.895158215783454
E02000278,26.698593235558217
E02000279,27.28302741898935
E02000280,17.111046000585993
E02000281,22.096956031567082
E02000282,29.17267223983857
E02000283,26.197283774124376
E02000284,15.178324578379874
E02000285,10.966693744922827
E02000286,11.416437671746191
E02000287,9.505571030640668
E02000288,22.685756603307823
E02000289,10.346248969497115
E02000290,27.47514910536779
E02000291,17.81011781011781
E02000292,19.153112731351655
E02000293,8.718360787464844
E02000294,22.870100421120828
E02000295,13.99164677804296
E02000296,13.985148514851486
E02000297,10.359712230215827
E02000298,8.641571194762685
E02000299,23.167420814479637
E02000300,21.252498334443704
E02000301,26.550335570469798
E02000302,13.868378812199037
E02000303,21.52451309603761
E02000304,8.419243986254296
E02000305,10.27199074074074
E02000306,26.93553135119223
E02000307,19.462686567164177
E02000308,16.315789473684212
E02000309,23.019057171514543
E02000311,17.48693978553753
E02000312,12.18319253001334
E02000313,21.651871864145118
E02000314,21.76120061796513
E02000315,22.71555428244056
E02000317,22.289156626506024
E02000318,16.192071468453378
E02000319,16.917581015565194
E02000320,17.787333854573887
E02000321,21.15579587698547
E02000323,18.23273179838208
E02000324,17.63056431826148
E02000326,13.151853066579205
E02000327,18.70967741935484
E02000328,9.667571234735414
E02000329,16.9237012987013
E02000331,15.794421811344407
E02000332,12.270756918972992
E02000333,8.15405968077724
E02000334,14.577603143418468
E02000335,11.038209185642609
E02000337,17.925445705024313
E02000339,9.340023157082207
E02000340,8.868299139642621
E02000341,21.79966044142615
E02000342,15.02988898377455
E02000343,15.627319970304379
E02000344,10.670482420278004
E02000345,10.89223638470452
E02000346,20.211427133148753
E02000347,13.036750483558995
E02000348,17.603822124219036
E02000350,9.718462371413104
E02000351,11.392105885133539
E02000352,16.008935219657484
E02000353,10.57631412286257
E02000354,15.012531328320803
E02000355,13.018322082931533
E02000356,11.17281934008494
E02000357,25.57883131201764
E02000358,15.148371031334301
E02000359,16.9811320754717
E02000360,20.350515463917525
E02000361,13.057671381936888
E02000362,18.830242510699
E02000363,25.501239017796802
E02000364,14.654962204340405
E02000366,17.25988700564972
E02000367,13.732317736670293
E02000368,18.341769100988188
E02000369,15.611814345991561
E02000370,16.812828864946127
E02000372,18.15368746776689
E02000373,26.674546887312843
E02000374,17.15049656226127
E02000375,14.722698684962838
E02000376,11.7813383600377
E02000377,13.635044966637654
E02000378,9.966164257151645
E02000379,11.586739620212423
E02000380,9.48
E02000381,9.86749365661122
E02000382,10.778658976207641
E02000383,9.462417903186573
E02000384,13.497899159663865
E02000385,5.614035087719298
E02000386,17.81472684085511
E02000387,13.68909512761021
E02000388,8.347447374788288
E02000389,7.934782608695652
E02000390,9.6358955498345
E02000391,9.600731484303566
E02000392,10.076751671205745
E02000393,6.839258114374035
E02000394,13.385464581416743
E02000395,6.169568508705526
E02000396,13.121845710165825
E02000397,14.31864016133679
E02000398,23.541666666666668
E02000400,18.98652982681206
E02000401,23.33467904723456
E02000402,25.793160280181294
E02000403,11.672240802675585
E02000404,16.554054054054053
E02000405,9.22389272653393
E02000406,20.369657296881016
E02000407,20.392548236859614
E02000408,23.015343562374916
E02000409,20.202446225221426
E02000410,9.174311926605505
E02000411,20.69314444725525
E02000412,15.92334494773519
E02000413,12.689841376982788
E02000414,16.255976461934534
E02000415,12.279463655610446
E02000416,13.855575401888236
E02000417,7.987443320544123
E02000418,8.729081863410222
E02000419,12.541163556531284
E02000420,15.73589296102385
E02000421,20.993947116916214
E02000422,17.278393351800553
E02000423,12.11214953271028
E02000424,11.122278056951423
E02000425,14.569842738205367
E02000426,8.551673944687046
E02000427,9.790940766550522
E02000428,18.980848153214776
E02000429,6.279287722586692
E02000430,7.940904893813482
E02000431,6.151142355008787
E02000432,9.971408148677627
E02000433,9.475465313028765
E02000434,9.24092409240924
E02000435,11.415362731152205
E02000436,7.632093933463796
E02000437,12.86871961102107
E02000438,12.532808398950133
E02000439,11.906377204884668
E02000440,8.736910994764397
E02000441,11.75627240143369
E02000442,9.373828271466067
E02000443,14.7083685545224
E02000444,9.883938599775364
E02000445,14.203505100706252
E02000447,10.787172011661808
E02000448,8.049311094996375
E02000449,11.94620253164557
E02000451,7.907176622260422
E02000452,10.895392639814547
E02000453,10.662729658792651
E02000454,7.488114104595879
E02000455,8.468165581004412
E02000456,9.819786686281722
E02000457,9.945397815912637
E02000459,14.076675446297923
E02000460,15.665147119767925
E02000461,9.964830011723329
E02000462,10.703363914373089
E02000463,15.53672316384181
E02000464,16.950922380786633
E02000465,16.437571592210766
E02000466,19.13599026467904
E02000467,21.015843429636533
E02000468,15.355450236966824
E02000469,18.45127825120415
E02000470,9.443099273607748
E02000471,8.528712198436969
E02000472,12.418485965409696
E02000473,10.732919254658386
E02000474,14.15227851684121
E02000475,11.040929762506316
E02000476,13.434969032872795
E02000477,9.477652127086698
E02000478,5.986078886310905
E02000479,14.300791556728232
E02000480,16.97924980047885
E02000481,12.334258402713537
E02000482,5.9371362048894065
E02000483,11.708860759493671
E02000484,9.683369197663696
E02000485,11.3682383569569
E02000486,9.361417586091608
E02000487,5.6424201223657375
E02000488,7.766345834716231
E02000489,14.106102422569764
E02000490,14.170542635658915
E02000491,17.869852567361463
E02000492,11.183206106870228
E02000493,16.82018422106528
E02000494,6.965174129353234
E02000495,10.695187165775401
E02000496,12.279596977329975
E02000497,12.134344528710725
E02000498,10.56018168054504
E02000499,7.633587786259542
E02000500,7.587666263603386
E02000501,9.99694283093855
E02000502,10.195412064570943
E02000503,9.5852534562212
E02000504,7.389668149161819
E02000506,8.595098377632034
E02000507,12.688713156002876
E02000508,10.24401473296501
E02000509,12.09179170344219
E02000510,11.24078624078624
E02000511,12.231759656652361
E02000512,16.763191763191763
E02000513,20.253164556962027
E02000514,11.649874055415617
E02000515,13.585329341317365
E02000516,17.158081705150977
E02000517,16.42060861705333
E02000518,19.57957957957958
E02000519,16.655629139072847
E02000520,15.113406692117673
E02000521,15.71330117160579
E02000522,15.973616289073703
E02000523,12.489818083084442
E02000524,12.916666666666668
E02000525,15.180722891566264
E02000526,6.6113416320885205
E02000529,13.754524514642974
E02000530,20.643112346169115
E02000531,11.65991902834008
E02000532,10.002618486514795
E02000533,9.62320412035782
E02000534,8.969656552184063
E02000535,10.153129161118509
E02000536,12.731196054254006
E02000537,9.971509971509972
E02000538,11.717709720372836
E02000539,14.659907055344318
E02000540,13.464110566205974
E02000541,16.336482779640356
E02000542,11.873417721518988
E02000543,12.793787042714081
E02000544,8.898015058179329
E02000545,15.887323943661972
E02000546,13.761467889908257
E02000547,14.667705088265837
E02000548,14.876476906552094
E02000549,13.054126867499388
E02000550,16.921837228041902
E02000551,19.028103044496486
E02000552,13.557806912991657
E02000553,14.544055405925354
E02000554,18.441744102930667
E02000555,15.167286245353159
E02000556,12.04040404040404
E02000557,13.91304347826087
E02000558,18.822637695805962
E02000559,10.112640801001252
E02000560,10.50381679389313
E02000561,8.679125752296484
E02000562,12.668386357122385
E02000563,17.686721991701244
E02000564,11.069915254237287
E02000565,17.429879793932457
E02000566,9.775808133472367
E02000567,13.039035356631922
E02000568,15.76017130620985
E02000569,16.460369163952226
E02000570,9.147869674185463
E02000571,14.167879670063076
E02000572,19.23950056753689
E02000573,9.731816334823243
E02000574,10.513176144244106
E02000575,11.506478437439567
E02000576,16.222760290556902
E02000577,21.689785624211854
E02000578,23.407022106631988
E02000579,13.230285564579514
E02000580,13.80952380952381
E02000581,18.6046511627907
E02000582,6.454573263995106
E02000583,8.697047496790757
E02000584,8.170621808350855
E02000585,8.800945067926758
E02000586,6.074279763970844
E02000587,6.446280991735537
E02000588,6.339401820546165
E02000589,5.468963631391851
E02000590,9.076015727391875
E02000591,9.09371146732429
E02000592,5.216778286922806
E02000593,6.070460704607046
E02000594,7.089041095890411
E02000595,5.841584158415842
E02000596,6.703547022453628
E02000597,15.98264931598265
E02000598,9.531828898619063
E02000599,7.954062101233518
E02000600,11.545293072824157
E02000601,9.512044471896232
E02000602,12.515458817709622
E02000603,15.238740264138166
E02000604,9.050028105677347
E02000605,8.576935432059107
E02000606,6.550218340611353
E02000607,6.504065040650407
E02000608,6.161971830985916
E02000609,9.68213372305444
E02000610,8.397932816537468
E02000611,7.053941908713693
E02000612,7.607282184655396
E02000613,10.359937402190923
E02000614,12.184998517640084
E02000615,10.284167794316645
E02000616,12.212463404433292
E02000617,12.687013764213045
E02000619,17.213316892725032
E02000620,14.634678298800436
E02000621,9.752038608753537
E02000622,13.432424993118635
E02000623,20.384268988291804
E02000624,15.355805243445692
E02000625,18.698972873321043
E02000626,22.315728380731283
E02000627,15.985699693564861
E02000628,18.24670979254963
E02000629,9.760956175298805
E02000630,9.734771203730691
E02000631,11.780455153949129
E02000632,8.683407650786199
E02000633,15.745647236941712
E02000634,13.762057877813504
E02000635,13.004380908462071
E02000636,6.920077972709551
E02000637,8.879892037786774
E02000638,15.721586760769043
E02000639,16.532474503489
E02000640,10.749014454664914
E02000641,25.471698113207548
E02000642,16.235011990407674
E02000643,12.60759493670886
E02000644,13.92622247640835
E02000645,14.049382716049383
E02000646,10.064020486555698
E02000647,13.876716330704062
E02000648,24.0276035131744
E02000649,11.599396454168238
E02000650,18.02076970067196
E02000651,12.650948821161586
E02000652,16.54874213836478
E02000653,14.33969393538636
E02000654,21.742761692650333
E02000655,16.155572176514585
E02000657,14.10320641282565
E02000658,14.430306535569692
E02000659,14.67682754727632
E02000660,11.5736885928393
E02000661,10.417351298061124
E02000662,18.06060606060606
E02000663,12.99254526091587
E02000665,12.075029308323563
E02000666,14.908424908424909
E02000667,11.722772277227723
E02000668,13.064220183486238
E02000669,13.482466747279323
E02000670,20.01437297879986
E02000671,13.514246947082768
E02000672,16.41684511063526
E02000673,11.584668192219679
E02000674,14.883873078181223
E02000675,15.517241379310345
E02000676,14.429109159347552
E02000677,13.880484114977307
E02000678,21.996939556235652
E02000679,15.965639810426541
E02000680,18.65338371693576
E02000681,19.910447761194032
E02000682,24.02113113735239
E02000683,19.045871559633028
E02000685,18.327974276527332
E02000686,24.73718791064389
E02000687,16.753623188405797
E02000689,9.336749217193283
E02000690,5.652759084791386
E02000691,7.203246533648969
E02000692,5.241031390134529
E02000693,8.103689864549276
E02000694,8.298538622129437
E02000695,10.925799863852962
E02000696,12.832263978001833
E02000697,5.866302864938609
E02000698,8.26784030179189
E02000699,6.476365868631062
E02000700,16.91986893059279
E02000701,13.652425313202698
E02000702,18.82981882981883
E02000703,7.807705421070576
E02000704,10.078387458006718
E02000705,13.767650834403081
E02000706,19.247098782904047
E02000707,21.315600287562905
E02000708,8.52760736196319
E02000709,8.606271777003483
E02000710,14.107038976148925
E02000711,13.728323699421965
E02000712,14.101057579318448
E02000713,11.095406360424029
E02000714,16.207026822818285
E02000715,18.255869669381887
E02000716,16.217391304347824
E02000717,15.622389306599832
E02000718,19.083629893238435
E02000719,15.518441196938065
E02000720,11.71764705882353
E02000721,12.735166425470332
E02000722,13.287904599659283
E02000723,11.46051712089448
E02000724,11.36094674556213
E02000725,15.107553776888444
E02000727,10.301178524661719
E02000728,9.944515578318395
E02000729,12.2040072859745
E02000730,11.773879142300196
E02000731,10.986628117094325
E02000732,15.11627906976744
E02000733,18.546293625612922
E02000734,15.504807692307693
E02000735,13.330829891100263
E02000736,17.458521870286575
E02000737,16.014350945857796
E02000738,10.779734099892202
E02000739,14.891041162227603
E02000740,20.088211708099436
E02000741,15.85411239300335
E02000742,17.458432304038006
E02000743,19.23937360178971
E02000744,19.88567990373045
E02000745,18.86726893676164
E02000746,16.028285209192696
E02000747,12.706573632023504
E02000748,18.902991840435178
E02000749,22.358943577430974
E02000751,7.662835249042145
E02000752,15.248009797917941
E02000753,18.70707070707071
E02000754,12.007722007722007
E02000755,13.501144164759726
E02000756,12.378779235596122
E02000757,9.283922022775526
E02000758,12.44060475161987
E02000759,12.966804979253114
E02000760,15.639269406392694
E02000762,8.079847908745247
E02000763,11.693861693861693
E02000764,7.8584729981378025
E02000765,13.091807328118568
E02000767,10.148067894546768
E02000768,9.090909090909092
E02000770,11.36546184738956
E02000772,12.135539795114262
E02000773,14.331619537275063
E02000774,13.013420089467262
E02000776,11.095100864553315
E02000777,10.283993115318417
E02000779,13.013698630136986
E02000781,11.690363349131122
E02000782,16.214705060106237
E02000783,17.81663516068053
E02000784,9.269461077844312
E02000785,5.284650492433341
E02000786,9.520921770770164
E02000787,10.496810361492365
E02000788,7.418643132928847
E02000789,6.122448979591836
E02000790,7.396449704142012
E02000791,5.222371967654986
E02000792,6.481780070944857
E02000793,10.781499202551833
E02000794,6.956521739130435
E02000795,7.032457496136011
E02000796,13.137402662647576
E02000797,6.641748131109833
E02000798,11.453031004164739
E02000799,7.2920934043424825
E02000800,15.423807318202872
E02000801,7.71523178807947
E02000802,7.762096774193548
E02000803,11.962890625
E02000804,7.190160832544938
E02000805,9.300820025895556
E02000806,8.768218147625765
E02000807,8.252947481243302
E02000808,8.480715959940337
E02000810,15.755329008341057
E02000812,14.66372657111356
E02000813,16.187290969899664
E02000814,8.783783783783784
E02000815,11.262376237623762
E02000816,16.517964793826863
E02000817,17.254364943512496
E02000818,14.603739982190561
E02000819,18.363329583802024
E02000820,14.66414380321665
E02000821,22.981168209383977
E02000822,21.7485549132948
E02000823,19.576574099532582
E02000824,26.133966244725737
E02000825,24.370179948586117
E02000826,17.47452150136714
E02000827,18.931845356715822
E02000828,19.666203059805284
E02000829,17.338965153115097
E02000830,11.831959585216698
E02000831,12.49074302641323
E02000832,18.24390243902439
E02000833,20.0919238345371
E02000834,8.48366650414432
E02000835,15.61056105610561
E02000836,9.289781240635302
E02000837,8.9755788138281
E02000838,12.955878602397346
E02000839,16.59859976662777
E02000840,19.50517836593786
E02000841,19.454545454545453
E02000842,10.05416384563304
E02000843,11.959798994974873
E02000844,16.00870376126826
E02000845,11.980033277870216
E02000846,9.845490477901544
E02000847,8.46446011937059
E02000848,10.010284538909838
E02000849,13.411258074438633
E02000850,11.9559902200489
E02000851,13.058146457630482
E02000852,10.461538461538462
E02000853,13.097843075961238
E02000854,10.311284046692606
E02000855,8.185496420790539
E02000856,10.260457774269929
E02000857,9.652131308182263
E02000858,21.856106408706168
E02000859,10.627327413348612
E02000860,10.412621359223301
E02000861,7.0604683677036
E02000863,9.090909090909092
E02000864,13.103152476946173
E02000865,12.551867219917012
E02000866,9.607512641464002
E02000867,10.720887245841034
E02000868,8.300395256916996
E02000869,10.031595576619273
E02000870,12.768595041322314
E02000871,14.56953642384106
E02000872,10.526315789473683
E02000873,13.102976394115634
E02000874,14.461172741679873
E02000875,13.388462295727505
E02000876,8.717579250720462
E02000877,12.12861212861213
E02000878,7.299451918285999
E02000879,12.07745323268789
E02000880,10.697062691801841
E02000881,16.06957424714434
E02000882,14.972419227738376
E02000883,14.445910290237467
E02000884,7.158224134558967
E02000885,12.714345462149728
E02000886,8.893539105414595
E02000887,14.803548795944232
E02000888,8.852459016393443
E02000889,6.360052562417871
E02000890,4.529737206085754
E02000893,13.123535319718782
E02000894,9.07461348868474
E02000895,13.449222323879232
E02000896,10.419380046887209
E02000897,16.795252225519288
E02000898,14.660831509846828
E02000899,12.492250464972102
E02000900,18.08271882013466
E02000901,12.172333246820658
E02000902,16.98381141721102
E02000903,18.782458165031738
E02000904,13.977455716586151
E02000905,13.230429988974644
E02000906,16.35410921125207
E02000907,18.69158878504673
E02000908,13.091603053435113
E02000909,11.743273542600898
E02000910,11.527115951894713
E02000911,12.747524752475247
E02000912,14.539332721150902
E02000913,11.392811296534019
E02000914,18.10171198388721
E02000915,10.809987819732033
E02000916,14.242652599849285
E02000917,11.585866885784716
E02000918,13.791079812206572
E02000919,11.614055985705777
E02000920,16.094364351245087
E02000921,18.36332265220606
E02000922,14.611997798569071
E02000923,8.160322952710496
E02000925,18.55486173059768
E02000926,9.236586244148363
E02000927,12.712650788741106
E02000928,7.192254495159059
E02000929,21.882151029748282
E02000930,7.369162168505046
E02000931,5.625717566016074
E02000932,6.322711178553364
E02000933,6.513994910941475
E02000934,7.00834326579261
E02000935,24.055829228243024
E02000936,6.867442391056354
E02000937,7.291333546530221
E02000938,14.216701173222912
E02000939,7.299012693935119
E02000940,11.868027533823879
E02000941,7.348320038675368
E02000942,6.3629222309505105
E02000943,6.668416907324757
E02000944,17.174515235457065
E02000945,18.580224556320175
E02000946,10.58218076551946
E02000947,6.479591836734694
E02000948,6.617982656321314
E02000949,5.101081335213916
E02000950,11.103958802703573
E02000951,8.56637168141593
E02000952,8.317651486639067
E02000953,7.256306446589847
E02000954,10.334075723830734
E02000955,15.651849084796412
E02000956,13.489445910290238
E02000957,10.583446404341927
E02000958,12.82578875171468
E02000959,14.506769825918761
E02000960,7.443365695792881
E02000961,13.02851524090462
E02000962,7.6504149377593365
E02000963,21.53399467699008
E02000964,17.263904441955955
E02000965,9.058271195802265
E02000966,6.595278656607446
E02000967,4.908789386401327
E02000968,19.81484778351433
E02000969,21.382463690155998
E02000970,4.728398536448072
E02000971,4.030091348737238
E02000972,6.3954855396190915
E02000973,6.901584653878231
E02000974,8.059251820236003
E02000975,4.919757958431992
E02000976,7.154742096505824
E02000977,5.735080058224163
E02000978,7.597684515195368
E02000979,8.335457557991333
E02000980,11.468208092485549
E02000981,7.501803318105314
E02000982,12.61706555671176
E02000983,11.581469648562301
E02000984,7.136179495169835
E02000985,8.217054263565892
E02000986,9.243006034009873
E02000987,13.019630484988454
E02000988,13.645116918844566
E02000989,7.7210793481164846
E02000990,9.99729070712544
E02000991,10.987996306555864
E02000992,9.314969191736136
E02000993,20.353725717599307
E02000994,13.777509798010252
E02000995,12.729927007299269
E02000996,20.875221762270847
E02000997,9.746230231702832
E02000998,12.597999459313328
E02000999,12.32462173314993
E02001000,14.366543665436653
E02001001,12.519464341326689
E02001002,15.460122699386503
E02001003,7.140332272887946
E02001004,13.627450980392156
E02001005,12.101534828807555
E02001006,14.057971014492754
E02001007,11.791486455725018
E02001008,16.325088339222617
E02001009,12.730937185085656
E02001010,16.498993963782695
E02001011,8.669974013701866
E02001012,13.648558014755196
E02001013,9.08
E02001014,13.602746962493399
E02001015,14.08195020746888
E02001016,20.383118826698592
E02001017,12.695689470298092
E02001018,10.45016077170418
E02001019,10.928290766208251
E02001020,6.926751592356688
E02001021,7.8061063896757945
E02001022,11.07482185273159
E02001023,12.925463162429986
E02001024,10.749185667752444
E02001025,17.37226277372263
E02001026,14.501027631879424
E02001027,15.004718464926079
E02001028,6.2015503875969
E02001029,12.065368567454799
E02001030,9.322709163346614
E02001031,12.572009488309046
E02001032,13.457430576747026
E02001033,15.722801788375559
E02001034,16.462818003913895
E02001035,9.78297161936561
E02001036,14.94661921708185
E02001037,6.952224052718287
E02001038,11.293941660433807
E02001039,19.470538001707943
E02001040,7.598784194528875
E02001041,12.852941176470589
E02001042,7.567380787836904
E02001043,12.521079258010118
E02001044,8.384091723396631
E02001045,21.53163152053274
E02001046,18.821379625399725
E02001047,18.646788990825687
E02001048,13.318025258323765
E02001049,18.0327868852459
E02001050,20.31645569620253
E02001051,22.234826999432787
E02001052,11.98459447213412
E02001053,24.602309871431686
E02001055,21.609425921283528
E02001056,25.166908563134978
E02001059,19.03770047906686
E02001061,20.70800555298473
E02001062,16.974789915966387
E02001063,11.569532602423543
E02001064,18.172510877911442
E02001065,20.739005984907624
E02001066,8.265661252900232
E02001067,21.707494542808632
E02001068,21.801408108764264
E02001069,16.054832713754646
E02001070,7.932462567696719
E02001072,8.440225756798359
E02001073,6.148055207026349
E02001074,16.067203028868907
E02001075,10.63151796060255
E02001076,5.930689531975706
E02001077,7.0325336838646075
E02001078,11.26019468560905
E02001079,18.686428363847718
E02001080,6.567425569176883
E02001081,9.214285714285714
E02001082,5.928990003447087
E02001083,6.230071130733383
E02001084,9.528103396453261
E02001085,24.890693316677076
E02001086,14.305084745762711
E02001087,4.7542118624509575
E02001088,20.068655928175335
E02001089,8.0262336039975
E02001090,9.00413617562838
E02001091,15.29745042492918
E02001092,16.973786659745652
E02001093,21.527068437180795
E02001094,25.621511922881783
E02001095,21.032914102221035
E02001096,18.1021897810219
E02001097,21.71817408562518
E02001098,9.897360703812316
E02001099,14.221048660882685
E02001100,11.853281853281853
E02001101,11.174551386623165
E02001102,11.361836896278701
E02001103,7.508250825082509
E02001104,14.507042253521126
E02001105,13.799551234106207
E02001106,14.16058394160584
E02001107,13.192818110850899
E02001108,24.43784471786169
E02001109,17.648809523809526
E02001110,7.4125874125874125
E02001111,17.025611175785798
E02001112,8.244897959183675
E02001113,14.365300437723835
E02001114,12.94016604637847
E02001115,15.535097813578828
E02001116,13.609715242881071
E02001117,8.120472741136103
E02001118,9.163498098859316
E02001119,11.96105702364395
E02001121,15.362788812322659
E02001123,19.777458722182338
E02001124,16.357804704205275
E02001125,13.523238380809596
E02001126,21.85174158975886
E02001127,22.04483695652174
E02001128,17.40718198417529
E02001129,16.906005221932116
E02001130,12.214920757634326
E02001131,15.164644714038127
E02001132,13.24828263002944
E02001133,10.036496350364963
