MSOA,social_housing_percent
E02000549,18.097106424718
E02000550,32.9747175901022
E02000551,43.13323572474378
E02000552,11.517857142857142
E02000553,21.161985378991922
E02000554,51.73809523809524
E02000555,36.929563492063494
E02000556,31.359870680945644
E02000557,43.754530079729406
E02000558,58.327015415718975
E02000559,25.987993996998497
E02000560,24.96180873816071
E02000561,24.0025332488917
E02000562,37.87270642201835
E02000563,48.12127494169474
E02000564,33.65707222320325
E02000565,46.71052631578947
E02000566,27.871841625423286
E02000567,40.25337147527585
E02000568,51.959734418505036
E02000569,47.16489246143819
E02000570,26.992481203007518
E02000571,45.8030082484231
E02000572,60.942378654555775
E02000573,29.1260162601626
E02000574,36.920943134535364
E02000575,39.22630560928433
E02000576,52.15194988886643
E02000577,70.92913385826772
E02000578,72.58553486357731
E02000579,45.54973821989529
E02000580,54.77563299072449
E02000581,69.6778478910661
E02000582,14.801223241590215
E02000583,22.218659826867583
E02000584,8.315821074752327
E02000585,16.88810156480661
E02000586,4.509191814082553
E02000587,5.056179775280898
E02000588,4.712382190445239
E02000589,10.163934426229508
E02000590,32.294059730882836
E02000591,31.440913298364702
E02000592,7.95774647887324
E02000593,17.34527687296417
E02000594,16.666666666666664
E02000595,16.49586776859504
E02000596,11.519687601692159
E02000597,48.31498164831498
E02000598,7.2727272727272725
E02000599,3.3984706881903146
E02000600,12.37785016286645
E02000601,11.7562281243566
E02000602,28.624351691775747
E02000603,23.332204537758212
E02000604,6.631076144984546
E02000605,5.906902086677367
E02000606,6.9839950114321345
E02000607,7.936507936507936
E02000608,9.192364170337738
E02000609,12.481751824817518
E02000610,16.79152673727719
E02000611,2.564102564102564
E02000612,4.383116883116883
E02000613,10.93358395989975
E02000614,8.74333135743924
E02000615,7.070365358592692
E02000616,5.523012552301256
E02000617,19.617224880382775
E02000619,52.664035520473604
E02000620,41.089324618736384
E02000621,29.315798235392045
E02000622,37.51720341315717
E02000623,52.912912912912915
E02000624,40.87078651685393
E02000625,48.828639115556726
E02000626,63.09075094230212
E02000627,41.91570881226054
E02000628,52.26511939299263
E02000629,27.93129200896191
E02000630,24.336928009326726
E02000631,27.814923776410804
E02000632,21.460436722235265
E02000633,44.245330641090355
E02000634,42.567567567567565
E02000635,36.562860438292965
E02000636,14.995131450827653
E02000637,19.384449244060477
E02000638,36.59605551497444
E02000639,43.50509930220075
E02000640,24.13249211356467
E02000641,56.70893541728104
E02000642,33.093525179856115
E02000643,24.607197161682716
E02000644,19.221967963386728
E02000645,20.99802371541502
E02000646,11.555213937996413
E02000647,18.848626534190533
E02000648,48.24341279799248
E02000649,15.120663650075414
E02000650,35.36771437290204
E02000651,16.87266455878126
E02000652,17.05304518664047
E02000653,40.17755950132225
E02000654,53.44827586206896
E02000655,33.948615614866554
E02000657,30.94282848545637
E02000658,34.065934065934066
E02000659,29.313753177068623
E02000660,25.347029428095503
E02000661,22.1419185282523
E02000662,37.935210414774446
E02000663,22.4902447676481
E02000665,24.597364568081993
E02000666,22.30347349177331
E02000667,11.366336633663368
E02000668,15.964848041010619
E02000669,19.85494106980961
E02000670,27.5601868487244
E02000671,19.603584034754277
E02000672,23.487374940447832
E02000673,17.801946193474528
E02000674,10.794896957801766
E02000675,19.473684210526315
E02000676,19.404388714733543
E02000677,13.091184260310254
E02000678,29.713193116634802
E02000679,28.888888888888886
E02000680,31.61688980432544
E02000681,33.12444046553268
E02000682,35.083903045369794
E02000683,35.42584434654919
E02000685,37.31735827001753
E02000686,47.79894875164258
E02000687,30.50651230101302
E02000689,8.940774487471526
E02000690,7.868705035971223
E02000691,9.232330064254311
E02000692,9.304932735426009
E02000693,9.029398040130658
E02000694,13.957735455256978
E02000695,4.485219164118247
E02000696,18.837920489296636
E02000697,4.472320698118353
E02000698,5.906377631165567
E02000699,4.659717964438995
E02000700,34.37686344663089
E02000701,15.285806037251124
E02000702,27.116127116127114
E02000703,5.037440435670524
E02000704,13.585434173669467
E02000705,5.646454924606994
E02000706,37.1994342291372
E02000707,30.633549316054715
E02000708,5.280933374270801
E02000709,5.19163763066202
E02000710,19.837114601512507
E02000711,19.791666666666664
E02000712,31.090214516602998
E02000713,2.545968882602546
E02000714,26.671703815640345
E02000715,25.358166189111746
E02000716,23.63162467419635
E02000717,22.46346555323591
E02000718,38.46838824577026
E02000719,31.419624217118997
E02000720,15.68535091851154
E02000721,19.905899384726748
E02000722,31.322426721199726
E02000723,11.814051031108004
E02000724,13.857086458744572
E02000725,32.749562171628725
E02000727,14.971628109995635
E02000728,9.90183525394793
E02000729,22.853248523398456
E02000730,15.249609984399376
E02000731,15.073927154706093
E02000732,34.39883763167454
E02000733,40.433526011560694
E02000734,42.20440881763527
E02000735,30.673692133985696
E02000736,29.747074367685922
E02000737,24.624918460534897
E02000738,13.424264178033022
E02000739,33.25262308313155
E02000740,47.014028056112224
E02000741,24.692279000372995
E02000742,26.89873417721519
E02000743,41.33594186696479
E02000744,28.923631990378833
E02000745,35.15299026425591
E02000746,40.4242781378904
E02000747,29.313509544787074
E02000748,23.257918552036198
E02000749,48.97897897897898
E02000751,5.610635421360973
E02000752,26.66870789957134
E02000753,21.818181818181817
E02000754,14.683153013910355
E02000755,12.248628884826324
E02000756,10.140791476407914
E02000757,8.457231125699941
E02000758,13.767803193785067
E02000759,15.068493150684931
E02000760,17.80821917808219
E02000762,3.944866920152091
E02000763,15.199689802248933
E02000764,10.320417287630402
E02000765,7.746188710341986
E02000767,7.3311664860960635
E02000768,10.449795547478418
E02000770,6.147047006830053
E02000772,11.382434029145333
E02000773,15.038560411311053
E02000774,4.392029280195201
E02000776,7.492795389048991
E02000777,13.161290322580646
E02000779,9.372746935832732
E02000781,7.612378585949853
E02000782,20.07268660889013
E02000783,23.498817966903076
E02000784,16.42327028968159
E02000785,6.197453759308191
E02000786,15.230582524271844
E02000787,19.775758747341968
E02000788,7.312362030905077
E02000789,18.33861316437874
E02000790,4.368752313957793
E02000791,6.096328730212193
E02000792,6.159303450499839
E02000793,10.689215060625399
E02000794,3.3707865168539324
E02000795,8.687258687258687
E02000796,21.04998744034162
E02000797,5.95512082853855
E02000798,11.329479768786127
E02000799,7.295081967213115
E02000800,26.391465677179966
E02000801,6.129887342611
E02000802,8.366935483870968
E02000803,22.173382173382173
E02000804,10.321969696969697
E02000805,13.592233009708737
E02000806,12.200282087447109
E02000807,19.116465863453815
E02000808,31.196763202725723
E02000810,45.373632486556644
E02000812,49.558693733451015
E02000813,47.044389917465985
E02000814,23.62685265911072
E02000815,32.47757500773275
E02000816,43.11882381296698
E02000817,62.46153846153846
E02000818,40.842245989304814
E02000819,57.78965129358831
E02000820,45.83727530747399
E02000821,54.530950861518825
E02000822,58.77477477477478
E02000823,48.403962575674186
E02000824,63.80902136639409
E02000825,64.22513492675405
E02000826,46.63186676609495
E02000827,55.121562375448384
E02000828,48.88765294771969
E02000829,48.005908419497786
E02000830,26.13545816733068
E02000831,30.249198124845794
E02000832,47.13344718223957
E02000833,45.63361785948785
E02000834,20.550950755728913
E02000835,27.113606340819025
E02000836,16.391968834282288
E02000837,12.19047619047619
E02000838,22.1656050955414
E02000839,24.146981627296586
E02000840,40.63309352517986
E02000841,38.58958837772397
E02000842,4.4286680189317105
E02000843,11.856317508163777
E02000844,23.31364625427417
E02000845,8.310249307479225
E02000846,6.350914962325081
E02000847,4.724409448818897
E02000848,2.2329096530401924
E02000849,17.30178242163491
E02000850,8.94646785626986
E02000851,21.695117109964272
E02000852,5.694059710680209
E02000853,11.170046801872074
E02000854,8.813998703823719
E02000855,4.423676012461059
E02000856,7.236842105263158
E02000857,7.994114762138303
E02000858,50.64974312481112
E02000859,13.447782546494993
E02000860,19.859189123573685
E02000861,2.8990569332867624
E02000863,8.505367464905037
E02000864,43.524871355060036
E02000865,51.45127850725639
E02000866,34.19215025282928
E02000867,30.281256415520424
E02000868,35.06819813352477
E02000869,44.968304278922346
E02000870,43.53572903758777
E02000871,45.931882686849576
E02000872,38.941102756892235
E02000873,42.54445964432285
E02000874,47.58320126782885
E02000875,46.09175034455602
E02000876,35.02519798416127
E02000877,42.47913698351313
E02000878,29.93519441674975
E02000879,45.457527058051824
E02000880,37.220517316966244
E02000881,44.343539180072646
E02000882,55.23210070810386
E02000883,49.273927392739274
E02000884,25.22487289792726
E02000885,55.45796737766625
E02000886,29.602510460251047
E02000887,45.33941236068896
E02000888,31.016999701759616
E02000889,23.71946414499606
E02000890,13.282601176063647
E02000893,36.54618473895582
E02000894,21.10687878108895
E02000895,22.293382128697772
E02000896,9.778357235984354
E02000897,29.198813056379823
E02000898,23.35310646269123
E02000899,12.298636926889715
E02000900,20.30147530468249
E02000901,12.051948051948052
E02000902,21.716884593519044
E02000903,34.7851168156908
E02000904,14.028314028314028
E02000905,18.37465564738292
E02000906,22.8287841191067
E02000907,42.75879026309319
E02000908,21.6644397785837
E02000909,19.22645739910314
E02000910,14.168937329700274
E02000911,19.905115511551156
E02000912,23.180428134556575
E02000913,13.093709884467266
E02000914,33.30815709969788
E02000915,16.96618946085897
E02000916,14.138623807132095
E02000917,12.911184210526317
E02000918,26.00528324038744
E02000919,12.146472164334623
E02000920,29.59370904325033
E02000921,38.08819906380882
E02000922,18.459422283356258
E02000923,13.260305563562985
E02000925,43.919119833482014
E02000926,17.420284633399387
E02000927,38.18069306930693
E02000928,10.071942446043165
E02000929,52.5035765379113
E02000930,16.28725651255574
E02000931,8.433734939759036
E02000932,8.313659359190556
E02000933,10.10692464358452
E02000934,18.13632030505243
E02000935,56.16269515201314
E02000936,12.736818078064369
E02000937,12.152222577550367
E02000938,29.136939010356734
E02000939,11.17771509167842
E02000940,23.540579022306595
E02000941,14.168278529980658
E02000942,6.028833551769332
E02000943,11.499081123654502
E02000944,34.02561439944618
E02000945,41.70289855072464
E02000946,19.214676536852267
E02000947,8.64795918367347
E02000948,11.869436201780417
E02000949,6.677639313425818
E02000950,16.832957837141937
E02000951,14.275593340417995
E02000952,21.21896162528217
E02000953,20.53599252103459
E02000954,11.466666666666667
E02000955,22.34678624813154
E02000956,21.437994722955146
E02000957,14.70255598280932
E02000958,14.981145011998628
E02000959,20.199742268041238
E02000960,12.940330697340045
E02000961,23.033431661750246
E02000962,20.653018916817828
E02000963,55.88875453446192
E02000964,48.76819708846585
E02000965,17.250897046646426
E02000966,13.129102844638949
E02000967,6.536164565361647
E02000968,57.8244614562934
E02000969,57.90322580645161
E02000970,10.857946554149086
E02000971,9.973118279569892
E02000972,27.78952313836035
E02000973,24.056702105482593
E02000974,16.32755589047978
E02000975,9.23198316675434
E02000976,13.383958234456571
E02000977,23.92191142191142
E02000978,3.1476121562952244
E02000979,28.87700534759358
E02000980,42.71507863089732
E02000981,27.447678614385374
E02000982,47.45057232049948
E02000983,40.34574468085106
E02000984,1.1845386533665836
E02000985,4.4692737430167595
E02000986,5.292020839045791
E02000987,21.416184971098264
E02000988,23.46798571035999
E02000989,6.41025641025641
E02000990,8.88888888888889
E02000991,6.523076923076923
E02000992,8.007246376811594
E02000993,41.94202898550724
E02000994,37.443473017787156
E02000995,20.239485981308412
E02000996,51.89237137788291
E02000997,16.054371785451874
E02000998,16.396542409508374
E02000999,54.880395930712126
E02001000,15.498154981549817
E02001001,9.073900841908324
E02001002,21.70390375644488
E02001003,1.9794980558501238
E02001004,37.8228179143511
E02001005,24.933608734139863
E02001006,14.534251540413193
E02001007,11.632142044161165
E02001008,37.570621468926554
E02001009,25.461874370171312
E02001010,20.26537997587455
E02001011,5.718336483931947
E02001012,18.08724832214765
E02001013,6.6506410256410255
E02001014,24.88771466314399
E02001015,29.637305699481864
E02001016,39.71864711164322
E02001017,15.51169276979189
E02001018,7.204889031843037
E02001019,11.834028971274245
E02001020,4.186602870813397
E02001021,3.619767075857727
E02001022,12.830412830412829
E02001023,15.66265060240964
E02001024,5.093278057447439
E02001025,37.95620437956204
E02001026,17.72903815398675
E02001027,12.653446647780925
E02001028,4.453049370764763
E02001029,22.322670375521557
E02001030,7.00915969733174
E02001031,21.280921721450355
E02001032,9.060402684563758
E02001033,14.791356184798806
E02001034,38.02299975532175
E02001035,3.9759438690277316
E02001036,14.904623343032656
E02001037,2.504118616144975
E02001038,20.11214953271028
E02001039,31.824651295189298
E02001040,3.7613981762917934
E02001041,18.764705882352942
E02001042,15.214384508990317
E02001043,18.155012636899748
E02001044,5.153901216893344
E02001045,42.30662600499029
E02001046,33.226764101393016
E02001047,40.96330275229358
E02001048,16.437177280550774
E02001049,21.73602853745541
E02001050,25.458570524984186
E02001051,17.593643586833142
E02001052,16.88576609247507
E02001053,56.94353608022673
E02001055,36.37732062217762
E02001056,54.658925979680696
E02001059,40.73765367784955
E02001061,37.73715872281351
E02001062,55.48712206047033
E02001063,39.174364896073904
E02001064,43.41263750319775
E02001065,18.938605619146724
E02001066,23.42708031313424
E02001067,46.32370783790342
E02001068,55.10798349915069
E02001069,30.46711596560539
E02001070,23.160242115323353
E02001072,20.107719928186714
E02001073,9.031610637230306
E02001074,32.88352272727273
E02001075,15.034762456546929
E02001076,9.653199856989632
E02001077,8.83996056523168
E02001078,13.789473684210526
E02001079,37.05745792222867
E02001080,15.737226277372262
E02001081,15.714285714285714
E02001082,11.409858669424336
E02001083,13.77788673694533
E02001084,17.957957957957955
E02001085,47.28464419475655
E02001086,27.956624872924436
E02001087,10.673121254034116
E02001088,40.12150026413101
E02001089,4.620668123634093
E02001090,17.97323135755258
E02001091,29.175257731958766
E02001092,39.91171124383277
E02001093,47.34558448187851
E02001094,66.0664468678671
E02001095,48.39486356340289
E02001096,37.448920023350844
E02001097,45.08080521689821
E02001098,14.369501466275661
E02001099,18.514328808446457
E02001100,12.857142857142856
E02001101,7.513270722743977
E02001102,5.1048674317372384
E02001103,10.094767202307375
E02001104,18.677453394301793
E02001105,21.046728971962615
E02001106,18.135469774217043
E02001107,15.540804373291683
E02001108,34.29541595925297
E02001109,31.57894736842105
E02001110,2.168590416229451
E02001111,60.331781140861466
E02001112,1.591187270501836
E02001113,26.95063694267516
E02001114,26.702919290211792
E02001115,14.927091327705295
E02001116,7.792207792207792
E02001117,9.149828440716737
E02001118,8.980213089802131
E02001119,21.687587168758718
E02001121,30.62550771730301
E02001123,38.84505021520803
E02001124,35.019593872461705
E02001125,12.282804074295987
E02001126,37.920762585641945
E02001127,42.65805574439157
E02001128,13.528336380255942
