MSOA,overcrowded_percent
E02000425,20.323325635103924
E02000426,5.100182149362477
E02000427,9.581881533101045
E02000428,19.52054794520548
E02000429,4.83619344773791
E02000430,5.238828967642527
E02000431,3.345070422535211
E02000432,7.5134168157423975
E02000433,7.768361581920905
E02000434,9.766162310866575
E02000435,12.433392539964476
E02000436,3.902439024390244
E02000437,10.194174757281553
E02000438,11.494252873563218
E02000439,17.31748726655348
E02000440,8.183306055646481
E02000441,9.31899641577061
E02000442,19.360902255639097
E02000443,17.48942172073343
E02000444,14.57943925233645
E02000445,18.32460732984293
E02000447,8.378870673952642
E02000448,5.978260869565218
E02000449,16.435643564356436
E02000451,6.437768240343347
E02000452,16.08695652173913
E02000453,11.658456486042693
E02000454,3.3663366336633667
E02000455,13.23529411764706
E02000456,13.259668508287293
E02000457,9.941520467836257
E02000459,17.39766081871345
E02000460,15.767634854771783
E02000461,10.3515625
E02000462,15.973741794310722
E02000463,13.732394366197184
E02000464,8.362369337979095
E02000465,9.455587392550143
E02000466,7.598784194528875
E02000467,12.572759022118744
E02000468,5.69620253164557
E02000469,8.518518518518519
E02000470,3.631961259079903
E02000471,3.395585738539898
E02000472,5.106382978723404
E02000473,4.472049689440994
E02000474,7.64872521246459
E02000475,4.166666666666666
E02000476,10.023866348448687
E02000477,2.6917900403768504
E02000478,2.3255813953488373
E02000479,8.311345646437996
E02000480,11.776447105788424
E02000481,3.5439137134052388
E02000482,1.1650485436893203
E02000483,4.755043227665706
E02000484,3.840245775729647
E02000485,3.4782608695652173
E02000486,3.8461538461538463
E02000487,1.5280135823429541
E02000488,2.321724709784411
E02000489,5.368098159509203
E02000490,5.426356589147287
E02000491,9.021601016518424
E02000492,3.816793893129771
E02000493,9.6
E02000494,3.571428571428571
E02000495,8.236658932714617
E02000496,6.761006289308176
E02000497,6.639566395663957
E02000498,5.303030303030303
E02000499,3.814262023217247
E02000500,3.9334341906202726
E02000501,4.128440366972478
E02000502,5.524079320113314
E02000503,4.45468509984639
E02000504,2.3931623931623935
E02000506,3.281519861830743
E02000507,8.07899461400359
E02000508,8.881199538638986
E02000509,12.77533039647577
E02000510,8.128834355828221
E02000511,10.582822085889571
E02000512,15.112540192926044
E02000513,20.601503759398497
E02000514,17.480314960629922
E02000515,14.299065420560748
E02000516,16.873889875666073
E02000517,17.771084337349397
E02000518,11.26126126126126
E02000519,19.867549668874172
E02000520,20.85201793721973
E02000521,14.925373134328357
E02000522,13.18051575931232
E02000523,18.070652173913043
E02000524,15.909090909090908
E02000525,25.150602409638555
E02000526,4.426002766251729
E02000529,18.616144975288304
E02000530,24.45328031809145
E02000531,8.19838056680162
E02000532,5.897771952817824
E02000533,5.149051490514905
E02000534,10.0
E02000535,16.5
E02000536,17.257318952234208
E02000537,15.348101265822786
E02000538,22.129783693843592
E02000539,11.733615221987314
E02000540,16.61092530657748
E02000541,23.969465648854964
E02000542,24.81012658227848
E02000543,23.90194075587334
E02000544,8.561643835616438
E02000545,12.834978843441466
E02000546,20.44374009508716
E02000547,14.805194805194805
E02000548,16.375838926174495
E02000549,14.215686274509803
E02000550,17.06989247311828
E02000551,17.105263157894736
E02000552,13.263785394932937
E02000553,10.76923076923077
E02000554,12.247324613555291
E02000555,9.417596034696405
E02000556,10.0
E02000557,9.903381642512077
E02000558,17.2979797979798
E02000559,7.88485607008761
E02000560,9.938837920489297
E02000561,6.170886075949367
E02000562,7.604017216642754
E02000563,11.528497409326425
E02000564,9.443954104148279
E02000565,12.589413447782546
E02000566,5.859375
E02000567,7.967313585291114
E02000568,11.027837259100643
E02000569,9.347826086956522
E02000570,5.639097744360902
E02000571,8.363636363636363
E02000572,13.333333333333334
E02000573,5.7926829268292686
E02000574,6.934812760055478
E02000575,8.131655372700871
E02000576,10.1010101010101
E02000577,18.11023622047244
E02000578,18.655097613882862
E02000579,12.827225130890053
E02000580,11.166875784190715
E02000581,15.257048092868988
E02000582,4.892966360856269
E02000583,4.49438202247191
E02000584,5.547226386806597
E02000585,9.601181683899556
E02000586,6.076388888888888
E02000587,4.297520661157025
E02000588,3.414634146341464
E02000589,5.33515731874145
E02000590,6.732348111658457
E02000591,8.179012345679013
E02000592,3.527336860670194
E02000593,5.706521739130435
E02000594,5.136986301369863
E02000595,5.115511551155116
E02000596,6.188925081433225
E02000597,10.851419031719532
E02000598,3.87858347386172
E02000599,3.404255319148936
E02000600,7.6923076923076925
E02000601,6.378600823045268
E02000602,10.877626699629172
E02000603,9.152542372881356
E02000604,7.02247191011236
E02000605,5.9390048154093105
E02000606,5.093555093555094
E02000607,3.875968992248062
E02000608,5.425219941348973
E02000609,6.751824817518248
E02000610,5.426356589147287
E02000611,2.4528301886792456
E02000612,3.414634146341464
E02000613,5.633802816901409
E02000614,8.148148148148149
E02000615,5.0761421319796955
E02000616,4.184100418410042
E02000617,6.88622754491018
E02000619,12.946979038224416
E02000620,11.546840958605664
E02000621,8.069883527454243
E02000622,10.178817056396149
E02000623,14.992503748125937
E02000624,11.228070175438596
E02000625,15.678524374176547
E02000626,17.99709724238026
E02000627,13.282247765006385
E02000628,13.392857142857142
E02000629,7.98004987531172
E02000630,6.705539358600583
E02000631,10.026737967914439
E02000632,6.096131301289566
E02000633,11.223203026481714
E02000634,10.77170418006431
E02000635,8.640552995391705
E02000636,4.545454545454546
E02000637,7.6923076923076925
E02000638,11.557177615571776
E02000639,13.020134228187919
E02000640,5.650459921156373
E02000641,15.463917525773196
E02000642,8.992805755395683
E02000643,10.379746835443038
E02000644,8.44062947067239
E02000645,9.617755856966708
E02000646,9.090909090909092
E02000647,9.197080291970803
E02000648,13.971742543171114
E02000649,12.818096135721019
E02000650,9.298780487804878
E02000651,10.057471264367816
E02000652,12.180746561886052
E02000653,14.272211720226844
E02000654,18.915159944367176
E02000655,17.852684144818976
E02000657,12.155388471177945
E02000658,12.716763005780345
E02000659,6.9209039548022595
E02000660,9.444444444444445
E02000661,7.377049180327869
E02000662,12.254160363086234
E02000663,9.058614564831261
E02000665,8.333333333333332
E02000666,9.87202925045704
E02000667,5.742574257425743
E02000668,6.593406593406594
E02000669,10.43872919818457
E02000670,14.20863309352518
E02000671,7.598371777476255
E02000672,13.095238095238097
E02000673,7.000000000000001
E02000674,9.15032679738562
E02000675,8.91812865497076
E02000676,8.607198748043817
E02000677,10.416666666666668
E02000678,14.340344168260039
E02000679,10.074074074074074
E02000680,10.291595197255575
E02000681,12.08955223880597
E02000682,13.530326594090203
E02000683,10.622710622710622
E02000685,10.948905109489052
E02000686,14.754098360655737
E02000687,10.5643994211288
E02000689,6.116642958748222
E02000690,1.5765765765765765
E02000691,5.0761421319796955
E02000692,3.5014005602240896
E02000693,8.060747663551401
E02000694,6.266318537859007
E02000695,11.03565365025467
E02000696,14.701378254211333
E02000697,4.904632152588556
E02000698,3.30188679245283
E02000699,3.6809815950920246
E02000700,15.476190476190476
E02000701,15.248796147672552
E02000702,17.38484398216939
E02000703,3.9182282793867125
E02000704,8.403361344537815
E02000705,10.576923076923077
E02000706,20.254957507082153
E02000707,18.345323741007196
E02000708,5.22273425499232
E02000709,4.181184668989547
E02000710,13.953488372093023
E02000711,13.603473227206948
E02000712,12.62848751835536
E02000713,4.770318021201414
E02000714,19.318181818181817
E02000715,26.555023923444978
E02000716,21.69197396963124
E02000717,27.97494780793319
E02000718,30.444444444444446
E02000719,20.869565217391305
E02000720,22.58823529411765
E02000721,27.124773960217
E02000722,20.272572402044293
E02000723,28.44677137870855
E02000724,28.74015748031496
E02000725,21.401752190237797
E02000727,30.786026200873362
E02000728,24.145299145299145
E02000729,21.99546485260771
E02000730,28.84990253411306
E02000731,26.714801444043324
E02000732,25.771324863883848
E02000733,24.277456647398843
E02000734,23.847695390781563
E02000735,25.423728813559322
E02000736,25.6120527306968
E02000737,25.122349102773246
E02000738,21.58273381294964
E02000739,22.983870967741936
E02000740,20.64128256513026
E02000741,22.160148975791433
E02000742,23.715415019762844
E02000743,23.743016759776538
E02000744,18.97590361445783
E02000745,20.833333333333336
E02000746,15.463917525773196
E02000747,14.967860422405877
E02000748,18.510158013544018
E02000749,22.372372372372375
E02000751,4.166666666666666
E02000752,11.791730474732006
E02000753,12.348178137651821
E02000754,6.756756756756757
E02000755,7.077625570776255
E02000756,9.505703422053232
E02000757,6.177606177606178
E02000758,7.775377969762419
E02000759,10.07268951194185
E02000760,11.977186311787072
E02000762,8.551068883610451
E02000763,12.427184466019417
E02000764,4.659832246039143
E02000765,15.020576131687244
E02000767,11.891891891891893
E02000768,3.6363636363636362
E02000770,16.867469879518072
E02000772,17.94871794871795
E02000773,19.58266452648475
E02000774,17.682926829268293
E02000776,21.394230769230766
E02000777,7.096774193548387
E02000779,27.256317689530686
E02000781,14.672686230248308
E02000782,23.324022346368714
E02000783,24.822695035460992
E02000784,3.7170263788968825
E02000785,2.527075812274368
E02000786,4.149797570850203
E02000787,5.024154589371981
E02000788,2.6206896551724137
E02000789,3.5149384885764503
E02000790,3.512014787430684
E02000791,3.1986531986531985
E02000792,3.3816425120772946
E02000793,4.952076677316294
E02000794,2.717391304347826
E02000795,2.8957528957528957
E02000796,9.045226130653267
E02000797,3.5919540229885056
E02000798,4.624277456647398
E02000799,2.658486707566462
E02000800,5.116279069767442
E02000801,2.4834437086092715
E02000802,3.0303030303030303
E02000803,5.982905982905983
E02000804,2.843601895734597
E02000805,3.8876889848812093
E02000806,3.6470588235294117
E02000807,6.425702811244979
E02000808,6.7092651757188495
E02000810,11.492122335495829
E02000812,13.90728476821192
E02000813,13.377926421404682
E02000814,7.8431372549019605
E02000815,12.210200927357032
E02000816,14.475271411338964
E02000817,16.23931623931624
E02000818,12.138084632516703
E02000819,17.862165963431785
E02000820,12.056737588652481
E02000821,24.561403508771928
E02000822,19.855595667870034
E02000823,15.702479338842975
E02000824,19.682959048877148
E02000825,21.437740693196407
E02000826,15.031055900621118
E02000827,15.43824701195219
E02000828,16.71309192200557
E02000829,14.662447257383967
E02000830,9.840425531914894
E02000831,9.25925925925926
E02000832,12.560975609756097
E02000833,14.12151067323481
E02000834,5.115712545676005
E02000835,9.735973597359736
E02000836,5.389221556886228
E02000837,3.650793650793651
E02000838,7.261146496815287
E02000839,9.475218658892128
E02000840,12.37410071942446
E02000841,13.484848484848486
E02000842,5.752961082910321
E02000843,7.2864321608040195
E02000844,8.850931677018634
E02000845,5.124653739612189
E02000846,5.745062836624776
E02000847,3.934871099050204
E02000848,4.631217838765009
E02000849,7.076923076923077
E02000850,5.140758873929008
E02000851,12.909632571996028
E02000852,7.384615384615385
E02000853,6.09375
E02000854,4.538087520259319
E02000855,3.2710280373831773
E02000856,6.184210526315789
E02000857,9.558823529411764
E02000858,11.933534743202417
E02000859,5.300859598853868
E02000860,10.800970873786406
E02000861,2.4518388791593697
E02000863,3.512396694214876
E02000864,12.754555198285104
E02000865,16.234887737478413
E02000866,12.289156626506024
E02000867,12.320328542094455
E02000868,14.748201438848922
E02000869,14.031620553359684
E02000870,17.31958762886598
E02000871,20.685579196217493
E02000872,14.890282131661442
E02000873,21.404109589041095
E02000874,23.36633663366337
E02000875,19.901477832512317
E02000876,17.446043165467625
E02000877,19.023397761953202
E02000878,15.23096129837703
E02000879,19.54022988505747
E02000880,23.026315789473685
E02000881,20.38961038961039
E02000882,23.390275952693823
E02000883,24.628099173553718
E02000884,15.347018572825025
E02000885,22.338204592901878
E02000886,14.640522875816995
E02000887,21.39240506329114
E02000888,17.436661698956783
E02000889,10.249671484888305
E02000890,6.747404844290658
E02000893,12.876254180602006
E02000894,11.210762331838566
E02000895,6.554878048780488
E02000896,4.817708333333334
E02000897,10.089020771513352
E02000898,7.187499999999999
E02000899,8.850931677018634
E02000900,11.858974358974358
E02000901,7.782101167315175
E02000902,12.802275960170698
E02000903,16.402877697841728
E02000904,10.466988727858293
E02000905,12.96551724137931
E02000906,14.325068870523417
E02000907,19.533169533169534
E02000908,12.79847182425979
E02000909,10.799438990182328
E02000910,14.301929625425652
E02000911,16.391752577319586
E02000912,16.539050535987748
E02000913,13.001605136436597
E02000914,21.788413098236774
E02000915,10.045662100456621
E02000916,15.326633165829145
E02000917,13.698630136986301
E02000918,16.422287390029325
E02000919,12.946428571428573
E02000920,16.644823066841415
E02000921,18.96551724137931
E02000922,17.744154057771663
E02000923,7.636887608069164
E02000925,13.392857142857142
E02000926,6.666666666666667
E02000927,8.204334365325078
E02000928,3.0470914127423825
E02000929,17.167381974248926
E02000930,6.3305978898007025
E02000931,3.443328550932568
E02000932,3.9662447257383966
E02000933,4.325699745547073
E02000934,4.648390941597139
E02000935,17.864476386036962
E02000936,5.131128848346636
E02000937,3.36
E02000938,9.885057471264368
E02000939,4.409171075837742
E02000940,10.438908659549229
E02000941,5.078597339782346
E02000942,4.456094364351245
E02000943,4.8556430446194225
E02000944,12.45674740484429
E02000945,15.18987341772152
E02000946,7.246376811594203
E02000947,4.464285714285714
E02000948,4.4520547945205475
E02000949,2.937720329024677
E02000950,9.003215434083602
E02000951,6.382978723404255
E02000952,5.649717514124294
E02000953,5.451713395638629
E02000954,6.6815144766147
E02000955,11.02803738317757
E02000956,10.726072607260726
E02000957,10.645526613816534
E02000958,7.876712328767123
E02000959,11.774193548387096
E02000960,5.575539568345324
E02000961,11.193111931119311
E02000962,8.031088082901555
E02000963,20.41062801932367
E02000964,16.33986928104575
E02000965,8.149171270718233
E02000966,7.0559610705596105
E02000967,5.149501661129568
E02000968,22.103386809269164
E02000969,21.50537634408602
E02000970,4.50070323488045
E02000971,6.317204301075269
E02000972,7.873090481786134
E02000973,8.86339937434828
E02000974,9.159347553324968
E02000975,8.026315789473685
E02000976,7.728894173602854
E02000977,5.523255813953488
E02000978,3.260869565217391
E02000979,6.24203821656051
E02000980,10.867052023121387
E02000981,6.377858002406739
E02000982,10.663198959687907
E02000983,12.250332889480692
E02000984,0.7800312012480499
E02000985,1.0852713178294573
E02000986,2.194787379972565
E02000987,2.167630057803468
E02000988,5.4945054945054945
E02000989,1.2
E02000990,1.6260162601626018
E02000991,4.461538461538462
E02000992,1.6304347826086956
E02000993,5.6521739130434785
E02000994,13.704819277108435
E02000995,4.239766081871345
E02000996,6.952662721893491
E02000997,2.0220588235294117
E02000998,12.837837837837837
E02000999,9.228650137741047
E02001000,4.551045510455105
E02001001,7.800312012480499
E02001002,3.5582822085889574
E02001003,2.4734982332155475
E02001004,18.30065359477124
E02001005,13.126843657817108
E02001006,14.855072463768115
E02001007,2.3917995444191344
E02001008,17.84452296819788
E02001009,6.722689075630252
E02001010,8.634538152610443
E02001011,1.3002364066193852
E02001012,12.227805695142377
E02001013,2.0
E02001014,2.3778071334214
E02001015,4.274611398963731
E02001016,5.838323353293413
E02001017,2.896995708154506
E02001018,1.929260450160772
E02001019,1.96319018404908
E02001020,0.9960159362549801
E02001021,0.9448818897637795
E02001022,3.4124629080118694
E02001023,3.4482758620689653
E02001024,1.6272189349112427
E02001025,7.591240875912408
E02001026,11.87214611872146
E02001027,4.094488188976378
E02001028,0.9693053311793215
E02001029,9.027777777777777
E02001030,1.394422310756972
E02001031,3.3840947546531304
E02001032,2.8963414634146343
E02001033,3.910614525139665
E02001034,5.134474327628362
E02001035,1.3377926421404682
E02001036,3.5541195476575123
E02001037,1.3179571663920924
E02001038,2.4299065420560746
E02001039,4.273504273504273
E02001040,2.091254752851711
E02001041,3.823529411764706
E02001042,2.763385146804836
E02001043,3.3684210526315788
E02001044,7.155635062611807
E02001045,6.2413314840499305
E02001046,7.30593607305936
E02001047,5.160550458715597
E02001048,9.469153515064562
E02001049,4.875148632580261
E02001050,12.341772151898734
E02001051,9.361702127659575
E02001052,18.253968253968253
E02001053,11.969532100108813
E02001055,8.281053952321205
E02001056,8.708272859216255
E02001059,9.071949947862358
E02001061,9.49074074074074
E02001062,11.204481792717088
E02001063,7.803468208092486
E02001064,13.572343149807939
E02001065,9.362808842652797
E02001066,14.347826086956522
E02001067,12.727272727272727
E02001068,18.181818181818183
E02001069,14.285714285714285
E02001070,13.375796178343949
E02001072,7.307692307692308
E02001073,3.5131744040150563
E02001074,9.585798816568047
E02001075,12.156295224312592
E02001076,6.618962432915922
E02001077,3.7828947368421053
E02001078,8.157894736842106
E02001079,8.127721335268506
E02001080,5.693430656934306
E02001081,2.5
E02001082,2.9310344827586206
E02001083,2.4539877300613497
E02001084,4.504504504504505
E02001085,9.53125
E02001086,3.904923599320883
E02001087,1.1534025374855825
E02001088,4.761904761904762
E02001089,3.125
E02001090,3.0254777070063694
E02001091,3.865979381443299
E02001092,5.058365758754864
E02001093,5.357142857142857
E02001094,6.091370558375635
E02001095,6.016042780748663
E02001096,4.817518248175182
E02001097,5.524079320113314
E02001098,2.385321100917431
E02001099,3.207547169811321
E02001100,2.7079303675048356
E02001101,1.8367346938775513
E02001102,2.376237623762376
E02001103,1.02880658436214
E02001104,3.3391915641476277
E02001105,2.803738317757009
E02001106,2.737226277372263
E02001107,7.632093933463796
E02001108,7.43099787685775
E02001109,6.25
E02001110,1.2259194395796849
E02001111,13.39155749636099
E02001112,1.6326530612244898
E02001113,25.24850894632207
E02001114,7.020057306590258
E02001115,3.45489443378119
E02001116,16.9811320754717
E02001117,1.3358778625954197
E02001118,1.5238095238095237
E02001119,29.442508710801395
E02001121,19.47261663286004
E02001123,8.07899461400359
E02001124,8.007117437722421
E02001125,3.8922155688622757
E02001126,10.99554234769688
E02001127,7.809847198641766
