MSOA,nonwhite_percent
E02000303,59.75128542389094
E02000304,34.63402510252268
E02000305,29.24082000450552
E02000306,69.26108374384236
E02000307,55.76542721518988
E02000308,43.73287671232877
E02000309,66.66101407495336
E02000311,48.349772382397575
E02000312,35.30348610865334
E02000313,56.19414483821264
E02000314,65.63629918468628
E02000315,54.56387397426806
E02000317,56.018518518518526
E02000318,70.59302115349846
E02000319,59.628966946040116
E02000320,51.76086339108208
E02000321,57.266839378238345
E02000323,63.30196749358426
E02000324,48.290761214893884
E02000326,36.55844989092776
E02000327,56.09719287654693
E02000328,24.53554429602334
E02000329,43.684875276286704
E02000331,44.73045167557066
E02000332,38.038373809204344
E02000333,22.638488632724943
E02000334,41.82228915662651
E02000335,18.591760299625467
E02000337,29.893742621015345
E02000339,17.983781205279058
E02000340,21.929185487396182
E02000341,33.72951332415864
E02000342,27.322834645669293
E02000343,30.102185637240986
E02000344,23.421461897356146
E02000345,31.381161542215715
E02000346,57.73568844434986
E02000347,32.515337423312886
E02000348,40.96236890808143
E02000350,40.61156701836655
E02000351,38.720792505653066
E02000352,34.463862559241704
E02000353,35.046367851622875
E02000354,55.08377562701634
E02000355,46.228948010739565
E02000356,30.96829233612968
E02000357,69.32963341609464
E02000358,46.12193362193362
E02000359,46.71543744401313
E02000360,62.05578243114085
E02000361,46.97345571818408
E02000362,51.048850574712645
E02000363,64.81528233611041
E02000364,42.77964630573939
E02000366,45.01140593108416
E02000367,40.16125935880208
E02000368,55.72911417917968
E02000369,49.464922711058264
E02000370,50.20320614134116
E02000372,55.059106391504706
E02000373,67.84140969162996
E02000374,44.79965282800521
E02000375,47.440865962849124
E02000376,42.58016405667412
E02000377,39.61513790891597
E02000378,37.15617715617716
E02000379,33.23859791582082
E02000380,28.16415471218449
E02000381,30.46782859389333
E02000382,34.33968356474007
E02000383,42.14817440623892
E02000384,43.89594676346037
E02000385,30.192376202351262
E02000386,47.131742054595804
E02000387,41.61686586985392
E02000388,30.573836739406534
E02000389,25.937500000000004
E02000390,26.980797159916087
E02000391,24.733166425088946
E02000392,28.941380431249325
E02000393,19.127236248119043
E02000394,38.25525040387722
E02000395,17.517605633802816
E02000396,29.302595331303465
E02000397,38.32638098849703
E02000398,66.52914559488954
E02000400,41.75328741390106
E02000401,56.8387284922718
E02000402,60.32751429012823
E02000403,37.0256956463853
E02000404,48.25646794150732
E02000405,23.328701559363903
E02000406,46.11845034881995
E02000407,60.781476121562946
E02000408,61.22622076820549
E02000409,57.45592354588894
E02000410,20.99111734455353
E02000411,56.760304541874504
E02000412,51.304110337293466
E02000413,28.915507470376095
E02000414,49.61152705184348
E02000415,43.590451221194975
E02000416,37.90084013726186
E02000417,22.33912778286063
E02000418,21.14569902376128
E02000419,36.47287708857862
E02000420,50.18149956189761
E02000421,63.30630948184702
E02000422,52.273641851106646
E02000423,39.82339316734221
E02000424,29.449215279834174
E02000425,36.687477047374216
E02000426,29.379140348174392
E02000427,33.277970708138305
E02000428,49.762864595684135
E02000429,23.307828134196587
E02000430,24.01734104046243
E02000431,20.848298272618436
E02000432,30.065359477124183
E02000433,53.49918623575912
E02000434,59.84164044259466
E02000435,60.63011356698009
E02000436,59.07194994786236
E02000437,57.18036529680365
E02000438,57.416939635002336
E02000439,60.70349589987052
E02000440,65.33097418817651
E02000441,59.775491113189894
E02000442,66.41627543035995
E02000443,67.72393265742723
E02000444,68.0169841634152
E02000445,63.886529641583145
E02000447,68.18070818070818
E02000448,48.473282442748086
E02000449,67.31348680245873
E02000451,61.81601312062025
E02000452,59.48021885521886
E02000453,61.820133587786266
E02000454,58.817116380485146
E02000455,65.57545633730398
E02000456,58.985173824130875
E02000457,67.36543909348441
E02000459,67.46057289990345
E02000460,74.89396634286496
E02000461,53.1082750102923
E02000462,71.65974509523127
E02000463,68.47788627225732
E02000464,23.078906652913872
E02000465,26.078116639914395
E02000466,22.757859900717044
E02000467,30.354337580729624
E02000468,25.45391465248063
E02000469,28.82635552505148
E02000470,21.030042918454935
E02000471,20.593122842899145
E02000472,26.100263852242744
E02000473,23.947017343243758
E02000474,29.745319982585983
E02000475,24.352439404972433
E02000476,33.9491670226399
E02000477,17.92531990769876
E02000478,38.537318417098014
E02000479,29.968253968253965
E02000480,42.65173410404624
E02000481,10.709082078678971
E02000482,10.471998785855213
E02000483,14.844433337498439
E02000484,20.85296889726673
E02000485,14.521646809012623
E02000486,18.68116927260367
E02000487,7.190698849993682
E02000488,14.330958036421219
E02000489,26.696780171415334
E02000490,25.799976384460976
E02000491,35.671305001880405
E02000492,21.13273818235036
E02000493,37.04198190179498
E02000494,56.048792756539235
E02000495,43.55504367021787
E02000496,18.249391259771883
E02000497,39.04001680495746
E02000498,23.286811980555118
E02000499,37.711919244208616
E02000500,28.900966183574877
E02000501,32.66462119424121
E02000502,33.9267719180383
E02000503,29.309551208285384
E02000504,29.748822605965465
E02000506,47.53892516323456
E02000507,44.413441708115975
E02000508,47.28033472803347
E02000509,47.802614131464296
E02000510,48.68334430546412
E02000511,59.130259714113144
E02000512,55.582001586761876
E02000513,68.73975409836065
E02000514,81.27986508010868
E02000515,45.66656635570268
E02000516,74.17302798982189
E02000517,67.60240618733887
E02000518,44.2171926910299
E02000519,75.55997487963157
E02000520,74.07381070895256
E02000521,61.48131301645061
E02000522,46.61238125065247
E02000523,80.09145269081955
E02000524,49.595114828089734
E02000525,72.00914149443561
E02000526,25.439814814814817
E02000529,83.26816217328668
E02000530,80.32281912272056
E02000531,34.073050686469216
E02000532,26.15041782729805
E02000533,25.845238095238095
E02000534,54.78138882394201
E02000535,82.42140867489057
E02000536,78.22156627617377
E02000537,73.29608938547486
E02000538,80.02769809081018
E02000539,42.539267015706805
E02000540,60.22445948176267
E02000541,75.25190695922403
E02000542,77.53576072821846
E02000543,68.56122813280972
E02000544,52.60392340028024
E02000545,42.639099372158476
E02000546,75.4771266903232
E02000547,54.67187784039266
E02000548,46.57275219816583
E02000549,51.471878739529316
E02000550,50.16335293568561
E02000551,45.940127127332374
E02000552,41.77283524076873
E02000553,38.93730671914535
E02000554,43.57631466438649
E02000555,36.255354717375404
E02000556,38.26911261300799
E02000557,36.85229472725202
E02000558,57.747375119312764
E02000559,35.051653970572886
E02000560,37.39461517541474
E02000561,26.81473456121343
E02000562,34.79974570883662
E02000563,42.7830895058173
E02000564,39.29779352552746
E02000565,42.36712713650199
E02000566,27.63819095477387
E02000567,30.64469776798544
E02000568,45.26538529359902
E02000569,34.24519762647088
E02000570,23.50953415399469
E02000571,33.094250812507006
E02000572,50.348675034867505
E02000573,29.962183651701736
E02000574,35.695135963232474
E02000575,38.26025459688826
E02000576,43.63466042154567
E02000577,58.889897548956036
E02000578,47.03530979347102
E02000579,41.165350828422106
E02000580,45.77580747308423
E02000581,54.05844155844156
E02000582,29.402779899190467
E02000583,26.558855543461355
E02000584,28.983688833124216
E02000585,41.5255284954877
E02000586,30.945027794935143
E02000587,31.01801940551363
E02000588,26.27005347593583
E02000589,39.506002483786396
E02000590,38.25941422594143
E02000591,47.21417069243156
E02000592,26.319444444444446
E02000593,27.823616934938457
E02000594,20.97718865598027
E02000595,21.23621025308241
E02000596,22.89557201148557
E02000597,44.293606945540645
E02000598,26.65184636285044
E02000599,45.008556759840275
E02000600,35.087929178131354
E02000601,29.639586658825507
E02000602,35.35343740909532
E02000603,43.838313643734075
E02000604,40.31821625717069
E02000605,35.45272577416696
E02000606,27.629959284158694
E02000607,21.266568483063327
E02000608,24.34722222222222
E02000609,47.20146808231747
E02000610,24.553683681166707
E02000611,28.00107541336201
E02000612,36.31298449612403
E02000613,22.40612648221344
E02000614,43.14611577361739
E02000615,22.471767542190076
E02000616,17.06270627062706
E02000617,21.601804850535817
E02000619,52.49972530491155
E02000620,46.50076180802438
E02000621,43.94665388915509
E02000622,44.3730668570069
E02000623,51.221684907101036
E02000624,49.4861413889754
E02000625,56.03225806451613
E02000626,66.96567396244468
E02000627,47.121021775544385
E02000628,58.99480712166172
E02000629,33.11033121298531
E02000630,28.08064730070301
E02000631,42.51679261125105
E02000632,30.39123630672926
E02000633,54.58315146224356
E02000634,42.77277425070131
E02000635,43.92008969524004
E02000636,22.72903978229882
E02000637,34.90420088063787
E02000638,47.51365054602184
E02000639,55.482087040153885
E02000640,30.830464716006883
E02000641,63.958743771004755
E02000642,39.72686506318793
E02000643,41.43116135224486
E02000644,39.91547311575487
E02000645,39.73148730857982
E02000646,39.33873854901548
E02000647,41.033399278482484
E02000648,55.91205419915634
E02000649,40.74044394582899
E02000650,43.683111459149046
E02000651,42.76232978601671
E02000652,56.634475459716896
E02000653,54.51011503371678
E02000654,65.09326660600546
E02000655,58.930481283422466
E02000657,48.42551473556722
E02000658,46.2877030162413
E02000659,39.841230463904736
E02000660,40.901889092017065
E02000661,30.36318867343798
E02000662,52.43432152325862
E02000663,42.24771991762283
E02000665,36.06276048050993
E02000666,42.58486366165832
E02000667,36.62877654801077
E02000668,37.68580588749636
E02000669,47.767185148018065
E02000670,60.08647681526763
E02000671,36.80897333180725
E02000672,52.453271028037385
E02000673,33.33333333333333
E02000674,52.259285545304
E02000675,42.81359906213365
E02000676,38.887468030690535
E02000677,57.0873786407767
E02000678,55.632183908045974
E02000679,44.30099594245666
E02000680,45.29562251279136
E02000681,54.625914562190225
E02000682,62.59935072204187
E02000683,48.23407713905719
E02000685,45.43106628950929
E02000686,61.005705187740475
E02000687,43.04379385434309
E02000689,24.46726289058187
E02000690,21.12599565532223
E02000691,26.58331068225061
E02000692,25.77063740856844
E02000693,34.91725048228246
E02000694,26.002416785675052
E02000695,55.4437116741872
E02000696,46.015751679406996
E02000697,28.710601719197708
E02000698,25.998785670916817
E02000699,28.14327485380117
E02000700,46.83208309290248
E02000701,58.16224614360226
E02000702,56.51147822355718
E02000703,31.64239075841286
E02000704,31.011627906976745
E02000705,59.74485420240138
E02000706,57.53861484803189
E02000707,63.358226933269094
E02000708,35.66685424873382
E02000709,28.959899749373434
E02000710,47.19076655052265
E02000711,44.65854949708841
E02000712,43.92967942088935
E02000713,26.81614349775785
E02000714,61.771954857958235
E02000715,82.51815317166735
E02000716,74.27560876071283
E02000717,83.21368748504428
E02000718,84.03565640194489
E02000719,61.54322516720336
E02000720,75.09343299519487
E02000721,83.79256155055003
E02000722,58.90663390663391
E02000723,87.09360485887817
E02000724,85.99202392821536
E02000725,60.99929908881546
E02000727,86.17533153385753
E02000728,77.61351636747624
E02000729,69.82393885628497
E02000730,87.02305446491494
E02000731,83.09251454946819
E02000732,81.04920242642103
E02000733,65.76523031203565
E02000734,67.57052862229526
E02000735,76.9856014862982
E02000736,75.07605388961322
E02000737,70.8465761340653
E02000738,72.85252061371465
E02000739,67.05075090626619
E02000740,63.16100443131462
E02000741,68.08975136446331
E02000742,67.52068014705883
E02000743,65.64870647733903
E02000744,56.14512965787753
E02000745,55.90322205420496
E02000746,58.79295714891811
E02000747,57.99801481255249
E02000748,45.64732142857143
E02000749,58.44849246231156
E02000751,32.971955917928504
E02000752,43.896606695513555
E02000753,40.55499349616996
E02000754,37.071513002364064
E02000755,36.050328227571114
E02000756,48.95497841430823
E02000757,36.752481639899926
E02000758,67.13621841417368
E02000759,45.98043710836008
E02000760,59.37624419376244
E02000762,74.3430987617034
E02000763,69.3190321776004
E02000764,35.884934178449534
E02000765,73.36169081483452
E02000767,71.50974025974025
E02000768,35.62424451735451
E02000770,78.88970950270803
E02000772,79.39632545931758
E02000773,84.33454409984166
E02000774,77.50647428782834
E02000776,80.62775173980968
E02000777,36.516666666666666
E02000779,79.46067949631741
E02000781,82.66609357730566
E02000782,83.92515230635334
E02000783,79.86477349560514
E02000784,19.506660088801183
E02000785,17.989091283317897
E02000786,15.994020926756352
E02000787,26.245242429256994
E02000788,17.161389621811786
E02000789,20.669416243654823
E02000790,14.120862435469178
E02000791,19.527267109531902
E02000792,14.973411698852503
E02000793,26.61897125940545
E02000794,22.01625552545273
E02000795,15.735527645445357
E02000796,40.38426844668952
E02000797,15.351378828313637
E02000798,20.37315412503316
E02000799,13.948205361199456
E02000800,22.265336289726534
E02000801,13.528336380255942
E02000802,13.966400911161731
E02000803,23.49007099495833
E02000804,12.59093452714046
E02000805,15.961305925030231
E02000806,15.45931248786172
E02000807,33.317132442284326
E02000808,43.12684365781711
E02000810,43.98486759142497
E02000812,53.04041527623286
E02000813,45.31586152943478
E02000814,36.28679685222967
E02000815,53.64699697726376
E02000816,43.30905306971904
E02000817,47.183924904664124
E02000818,50.55674736949637
E02000819,58.319604612850085
E02000820,51.189703655634865
E02000821,69.96579734929456
E02000822,60.922619047619044
E02000823,57.16094865300484
E02000824,73.9850535245405
E02000825,74.02444987775061
E02000826,56.681841173495194
E02000827,63.89109873596747
E02000828,65.05614154474311
E02000829,56.054919908466815
E02000830,39.44169293111211
E02000831,40.59660002138351
E02000832,51.997110124883896
E02000833,56.2191048764195
E02000834,26.915290356952582
E02000835,36.58854166666667
E02000836,28.213468256836528
E02000837,20.112123335669235
E02000838,33.98272957034541
E02000839,42.30633180049522
E02000840,33.5408393259633
E02000841,35.99956469692023
E02000842,33.64734299516908
E02000843,30.80738786279683
E02000844,29.04679376083189
E02000845,28.001273750132682
E02000846,34.21294472889589
E02000847,26.589534019743127
E02000848,28.8487529180489
E02000849,26.011984835514244
E02000850,36.08266445244026
E02000851,37.30569948186528
E02000852,27.0963781461019
E02000853,30.490639911905053
E02000854,19.492972546959148
E02000855,24.41194393662401
E02000856,35.984564261978775
E02000857,36.41920426761502
E02000858,39.00361684750904
E02000859,28.025928108426633
E02000860,36.06053709604006
E02000861,28.42443729903537
E02000863,34.53600593912398
E02000864,49.98224431818182
E02000865,58.43698957155421
E02000866,42.892041717560836
E02000867,47.02091976343896
E02000868,51.674308739752675
E02000869,49.58691620300118
E02000870,53.48618090452262
E02000871,72.6356925749023
E02000872,58.821362799263355
E02000873,63.27649208282582
E02000874,69.94929276754736
E02000875,68.17712938402593
E02000876,66.91874054722948
E02000877,66.14036358368944
E02000878,60.851226993865026
E02000879,67.06235011990408
E02000880,71.20049124961622
E02000881,69.03618906942393
E02000882,72.59059702789607
E02000883,69.6888123182944
E02000884,64.85427765590724
E02000885,74.48618001417434
E02000886,55.81613508442776
E02000887,67.28686475978894
E02000888,63.62370954645633
E02000889,54.177356385945345
E02000890,32.10662080825452
E02000893,49.682989343046
E02000894,51.26294748319099
E02000895,34.21335563254092
E02000896,23.577322902154112
E02000897,33.3644532617575
E02000898,34.252558023458946
E02000899,39.83887439010553
E02000900,51.54351944723058
E02000901,30.801486705422665
E02000902,50.296155004517615
E02000903,53.099756690997566
E02000904,47.70838280693422
E02000905,45.07257448433919
E02000906,47.75763852925945
E02000907,55.47679803421227
E02000908,45.10654784967067
E02000909,39.26022063595068
E02000910,45.22309711286089
E02000911,47.84821841739935
E02000912,56.39499076165059
E02000913,59.805039925334434
E02000914,63.96610169491525
E02000915,44.11837237977805
E02000916,55.43354789852329
E02000917,44.920734251147266
E02000918,48.06949806949807
E02000919,48.50027070925826
E02000920,58.97261604194989
E02000921,56.420789426683335
E02000922,47.4624868584536
E02000923,27.235286302643814
E02000925,43.924050632911396
E02000926,31.973198178850616
E02000927,31.06508875739645
E02000928,15.946366574883275
E02000929,57.51819415320094
E02000930,24.95534828338956
E02000931,17.226128373780902
E02000932,22.300085649770303
E02000933,22.649379932356258
E02000934,24.44793184620558
E02000935,48.41291372761801
E02000936,28.28013237963062
E02000937,18.490381080749906
E02000938,38.38937395504365
E02000939,17.28900255754476
E02000940,37.32704065215059
E02000941,20.121891280841442
E02000942,23.317506193228738
E02000943,23.97385920660399
E02000944,48.03139306736429
E02000945,46.80525443183268
E02000946,30.59604218509302
E02000947,21.404109589041095
E02000948,27.096838535952926
E02000949,17.97281087564974
E02000950,35.63612392880685
E02000951,28.293669310934828
E02000952,27.550854353132625
E02000953,29.161668665866987
E02000954,40.89865529681863
E02000955,48.89695210449928
E02000956,45.0343619458294
E02000957,43.96464413958199
E02000958,39.584591232942884
E02000959,45.841810783316376
E02000960,42.16945844852822
E02000961,42.453887699989814
E02000962,46.92207792207792
E02000963,59.67113392263093
E02000964,55.29198583312742
E02000965,36.52626236995686
E02000966,32.77465397923876
E02000967,43.00346935403932
E02000968,66.58609019959943
E02000969,62.82384767453959
E02000970,33.48939283101682
E02000971,39.49129852744311
E02000972,38.858592263792005
E02000973,37.42090991262428
E02000974,53.532452613440555
E02000975,37.050020223810165
E02000976,42.101518026565465
E02000977,39.63061511973705
E02000978,33.286595625350536
E02000979,37.16157745085919
E02000980,42.43119266055046
E02000981,31.418551215382756
E02000982,44.527363184079604
E02000983,43.436443982323894
E02000984,5.039718713374137
E02000985,3.9503842523931505
E02000986,19.39747558942605
E02000987,4.164383561643835
E02000988,39.87614729625125
E02000989,3.377245508982036
E02000990,7.8764663634187215
E02000991,22.232177140662998
E02000992,3.4597682907475003
E02000993,18.12685240071132
E02000994,64.1720097280566
E02000995,14.955062911923308
E02000996,14.149072670010499
E02000997,11.22259956776783
E02000998,54.76760900814567
E02000999,52.1209280524959
E02001000,22.294867603792092
E02001001,47.61581920903955
E02001002,10.382401315789473
E02001003,39.88038602691314
E02001004,80.43873729266988
E02001005,61.015744032503804
E02001006,71.75067878644789
E02001007,5.463938009139678
E02001008,71.56894857517196
E02001009,40.32602886157135
E02001010,36.015325670498086
E02001011,7.051216257826132
E02001012,49.73480212158303
E02001013,24.959056665574845
E02001014,4.809169325298358
E02001015,11.765423067544502
E02001016,16.448426372616588
E02001017,5.9587896788565065
E02001018,5.366936536954818
E02001019,6.4262802787302284
E02001020,3.413892175088727
E02001021,2.9580279813457695
E02001022,17.370833849584933
E02001023,12.662451703547594
E02001024,4.777860511293125
E02001025,23.34396467124632
E02001026,50.158590308370044
E02001027,12.661356770118099
E02001028,7.911608238985132
E02001029,45.225549415242256
E02001030,5.968942089938531
E02001031,23.33527188136086
E02001032,6.905537459283388
E02001033,14.382785956964891
E02001034,13.983985145642336
E02001035,10.88011088011088
E02001036,11.121507819810187
E02001037,13.238148045467145
E02001038,17.608733932030287
E02001039,18.38893409275834
E02001040,16.172338432719325
E02001041,16.44243208279431
E02001042,17.73308957952468
E02001043,18.431234611326065
E02001044,28.711836051861145
E02001045,23.197343453510435
E02001046,34.44801141430355
E02001047,30.60542398777693
E02001048,51.43976286258734
E02001049,24.15666094911378
E02001050,52.92373383940221
E02001051,43.25169921242853
E02001052,81.56685097595097
E02001053,50.516329443371674
E02001055,31.85712810983793
E02001056,42.19834340720842
E02001059,50.48109385550303
E02001061,45.79874099078551
E02001062,72.3389562987077
E02001063,51.80733779143322
E02001064,69.167980706799
E02001065,40.38623005877414
E02001066,67.22289469133668
E02001067,57.772200103860136
E02001068,82.80185107278082
E02001069,68.35868694955964
E02001070,58.85590393595731
E02001072,50.81123419492
E02001073,28.3516718299327
E02001074,60.28987964061705
E02001075,56.94429243734267
E02001076,35.00665188470066
E02001077,30.290791599353796
E02001078,51.71639696941352
E02001079,44.46558832857596
E02001080,31.329016342892384
E02001081,16.73806124067904
E02001082,22.31714628297362
E02001083,24.402668283808367
E02001084,27.13322483143455
E02001085,45.172798216276476
E02001086,31.866376180101668
E02001087,17.217972201271415
E02001088,23.44623479118711
E02001089,33.00572281662105
E02001090,17.676550637444493
E02001091,16.61296097386323
E02001092,24.929577464788732
E02001093,24.138279591630447
E02001094,24.01121457895264
E02001095,19.417690689693345
E02001096,17.067697294601672
E02001097,18.11602661375044
E02001098,3.755473223307511
E02001099,6.883802816901409
E02001100,9.773066092430014
E02001101,4.668780831571529
E02001102,8.088844687551799
E02001103,2.8722050536266135
E02001104,8.741450068399454
E02001105,8.315135225936503
E02001106,13.484823353790015
E02001107,40.2484830973707
E02001108,16.174000671817264
E02001109,18.09966434288665
E02001110,3.2721098935020834
E02001111,56.29718787613525
E02001112,11.805902951475739
E02001113,85.66129715981347
E02001114,34.0793489318413
E02001115,7.796327212020033
E02001116,67.85488560232588
E02001117,3.3672278713118855
E02001118,4.223028703398218
E02001119,90.06090133982948
E02001121,77.94168491414084
E02001123,30.98172545686358
E02001124,35.55232558139535
E02001125,15.336028297119759
E02001126,34.221154895753735
E02001127,18.109119050690055
E02001128,13.051643192488264
E02001129,14.252026529108328
E02001130,7.304048234280793
E02001131,6.499450750640791
