MSOA,percent_age_10_11
E02000462,2.564102564102564
E02000463,2.873232961728537
E02000464,2.8118147813749514
E02000465,2.9619332763045336
E02000466,2.6130099228224917
E02000467,3.4476739111460244
E02000468,2.5063525063525063
E02000469,2.731265440570958
E02000470,1.9946808510638299
E02000471,2.096650473024802
E02000472,2.5232263513513513
E02000473,2.51644266514155
E02000474,2.6003699271026006
E02000475,2.090918547799854
E02000476,1.9360359396726923
E02000477,2.068024354398488
E02000478,1.702838063439065
E02000479,2.43566663136715
E02000480,2.7522935779816518
E02000481,2.7561923263720254
E02000482,2.6571515335560276
E02000483,1.948051948051948
E02000484,2.462589843289737
E02000485,2.1454674053990335
E02000486,1.9160211985324094
E02000487,2.288242730720607
E02000488,1.9778481012658229
E02000489,2.3861925170856018
E02000490,2.526266084287569
E02000491,2.632321143179468
E02000492,2.2277590502711417
E02000493,2.521133026842652
E02000494,2.2130013831258646
E02000495,2.671022290545734
E02000496,2.155780828949057
E02000497,2.9593871340119633
E02000498,2.5371965544244324
E02000499,2.3960626861805467
E02000500,2.416042522348393
E02000501,2.5244779992922024
E02000502,2.29588979728973
E02000503,2.2672344343422717
E02000504,2.7752323602565783
E02000506,2.148511119487373
E02000507,3.070388349514563
E02000508,1.9758874748827864
E02000509,1.7983909133932798
E02000510,2.555384952840535
E02000511,2.91721154813399
E02000512,3.3189850475758944
E02000513,3.061015561015561
E02000514,3.083122481491894
E02000515,2.284511911024273
E02000516,2.8541714813958863
E02000517,3.2464432349852004
E02000518,2.5316455696202533
E02000519,2.669597989949749
E02000520,2.8313295866827914
E02000521,3.161006670709521
E02000522,3.1338138514572234
E02000523,2.559366754617414
E02000524,2.5508170585890793
E02000525,2.9516994633273703
E02000526,2.0377445872409403
E02000529,2.615051992175435
E02000530,3.621135607833477
E02000531,2.1949533356377464
E02000532,2.672903441363181
E02000533,2.679528403001072
E02000534,2.327213191439598
E02000535,2.4390243902439024
E02000536,2.545655783065855
E02000537,1.8864097363083163
E02000538,2.4737779536908766
E02000539,2.9931305201177625
E02000540,2.698019801980198
E02000541,2.3645784267545924
E02000542,2.439222701032604
E02000543,2.6725739602686867
E02000544,2.395699427369405
E02000545,2.7810842982361215
E02000546,2.954153078841358
E02000547,2.746453255729356
E02000548,2.7701616715514796
E02000549,2.6410276869065665
E02000550,3.2110519929058152
E02000551,3.2499487389788806
E02000552,3.0100334448160537
E02000553,3.2026970080067425
E02000554,2.543550283210431
E02000555,2.351834430856068
E02000556,1.755001755001755
E02000557,1.8893694513999544
E02000558,2.5145888594164454
E02000559,2.0237846860004174
E02000560,1.4406088611035606
E02000561,2.16714072870107
E02000562,1.9455747711088502
E02000563,2.105626510182948
E02000564,1.4898928887815093
E02000565,2.246665106482565
E02000566,1.8931868645553347
E02000567,1.781779863971645
E02000568,1.9391802556192155
E02000569,2.023557837511326
E02000570,1.4961389961389961
E02000571,1.7144778126400715
E02000572,2.245491564863293
E02000573,1.3188518231186968
E02000574,1.2881010075245505
E02000575,1.36986301369863
E02000576,2.1645427286356824
E02000577,2.178988326848249
E02000578,2.0659780073308895
E02000579,2.123165851489551
E02000580,1.2784810126582278
E02000581,2.029220779220779
E02000582,1.5123739688359303
E02000583,1.7429193899782136
E02000584,2.229654403567447
E02000585,2.6976859299591633
E02000586,2.3474903474903477
E02000587,2.110939907550077
E02000588,1.8376211159371867
E02000589,1.2146307798481712
E02000590,1.4242627345844505
E02000591,1.4824363519174992
E02000592,1.7875737591114196
E02000593,1.2180267965895248
E02000594,1.2488436632747455
E02000595,1.735885788449059
E02000596,1.555891238670695
E02000597,2.054036972665508
E02000598,3.80716934487021
E02000599,2.9684601113172544
E02000600,3.00275152530207
E02000601,2.9831932773109244
E02000602,2.559379544352884
E02000603,2.7694090382387024
E02000604,2.9574260643483914
E02000605,2.8749852715918465
E02000606,1.4203200454502414
E02000607,1.9855861156052361
E02000608,1.2633624878522838
E02000609,2.571166207529844
E02000610,1.5599446471254246
E02000611,2.943152802042736
E02000612,2.097223905927991
E02000613,2.5577659705918694
E02000614,2.602990211896311
E02000615,2.6786847784689605
E02000616,2.5763831544178366
E02000617,2.728605254256399
E02000619,2.229544206479956
E02000620,1.7251877410188756
E02000621,1.3260904297811151
E02000622,1.4870330716155127
E02000623,2.4079500573321444
E02000624,1.754932502596054
E02000625,2.751209027404621
E02000626,2.726946537495515
E02000627,1.537496077816128
E02000628,1.93751738203393
E02000629,1.2183075403358576
E02000630,1.2476771967082558
E02000631,2.340470193115029
E02000632,0.8548790658882403
E02000633,1.4726737209556018
E02000634,1.696415400501549
E02000635,1.733102253032929
E02000636,2.11139896373057
E02000637,1.3328573128644532
E02000638,2.068696330991413
E02000639,1.8747746665064295
E02000640,1.968800430338892
E02000641,3.0123971729811143
E02000642,2.2838499184339316
E02000643,1.7702890050122642
E02000644,2.241257920675898
E02000645,2.433396265995385
E02000646,2.1157894736842104
E02000647,2.225329138995689
E02000648,2.7358731782152903
E02000649,2.004008016032064
E02000650,2.3201251303441084
E02000651,2.3090992226794693
E02000652,2.3544973544973544
E02000653,1.9198730662435541
E02000654,2.787892580791989
E02000655,2.371925731505784
E02000657,1.9491011916784489
E02000658,2.054794520547945
E02000659,2.1706772513024064
E02000660,2.033857021069297
E02000661,1.893472906403941
E02000662,2.689339122045345
E02000663,2.091310751104565
E02000665,2.401372212692967
E02000666,2.279677509035307
E02000667,2.181709503885236
E02000668,2.7129521586931156
E02000669,2.018808777429467
E02000670,2.2974787408623003
E02000671,2.013039002630676
E02000672,2.2390965732087227
E02000673,2.39351908678041
E02000674,2.2353636901241867
E02000675,2.543366150961088
E02000676,1.9823506842307201
E02000677,2.2286821705426356
E02000678,3.0755964357574017
E02000679,2.952392668224874
E02000680,2.511707109408259
E02000681,2.69185360094451
E02000682,3.5126971697057834
E02000683,2.3953866627236433
E02000685,2.6069847515986226
E02000686,3.2780358327803585
E02000687,2.456140350877193
E02000689,2.530666371974804
E02000690,2.7873303167420813
E02000691,2.432065217391304
E02000692,1.6588296760710552
E02000693,1.4619289340101522
E02000694,2.0215337288508017
E02000695,2.0715195000578634
E02000696,2.097091878113776
E02000697,2.085242896425298
E02000698,3.1200679859172027
E02000699,2.4589166159464395
E02000700,2.585709338566317
E02000701,2.77592715967133
E02000702,3.0462297543709105
E02000703,2.9732781332329696
E02000704,2.0025614157643497
E02000705,2.6126994324874184
E02000706,3.1296720821289745
E02000707,3.0142271521581865
E02000708,2.5537180785240183
E02000709,2.5830721003134793
E02000710,2.560191742019828
E02000711,2.636315510852303
E02000712,2.898550724637681
E02000713,2.3836985774702035
E02000714,2.3346303501945527
E02000715,3.689480181045124
E02000716,3.2095743234054126
E02000717,3.7577788415509814
E02000718,3.3612311015118785
E02000719,2.2516392428553753
E02000720,2.3109804969275984
E02000721,3.25790907186256
E02000722,2.224407029617795
E02000723,2.680965147453083
E02000724,2.8916143184764187
E02000725,1.7420905086103322
E02000727,2.912165335838422
E02000728,3.01254249208768
E02000729,2.3351085620647276
E02000730,2.4049104447574967
E02000731,3.5574314139282484
E02000732,3.032345013477089
E02000733,2.187469068593487
E02000734,2.6989998629949308
E02000735,2.820661636680209
E02000736,3.336593848494729
E02000737,3.3997881151882887
E02000738,2.9961373838605283
E02000739,2.783531848783014
E02000740,2.2294404252177764
E02000741,3.3001698616840573
E02000742,3.7219988512349227
E02000743,2.69481467068781
E02000744,3.1042370112188213
E02000745,2.781010006981615
E02000746,2.387014640356461
E02000747,1.9696160012214674
E02000748,2.835749561892624
E02000749,2.7443175866764427
E02000751,2.151887384560208
E02000752,2.687620999886118
E02000753,2.457712881306925
E02000754,2.095940959409594
E02000755,2.717490424949845
E02000756,2.6647485956980406
E02000757,2.4038073727514724
E02000758,2.7979124383879386
E02000759,2.6973332314510583
E02000760,2.8783658310120708
E02000762,2.3690961219254567
E02000763,3.0318153462258266
E02000764,1.9509022923101935
E02000765,2.708803611738149
E02000767,3.1554524361948957
E02000768,2.626123013130615
E02000770,2.9740690672237924
E02000772,3.364753609354492
E02000773,3.081362874697449
E02000774,2.8339083292262197
E02000776,3.227641120432248
E02000777,2.4966711051930757
E02000779,2.5781157181893786
E02000781,3.0645458453601915
E02000782,3.261153143751631
E02000783,3.732251521298174
E02000784,3.0120481927710845
E02000785,2.5023169601482853
E02000786,2.5938626571704915
E02000787,2.5791518558320243
E02000788,3.176522312596175
E02000789,2.5710204729408033
E02000790,2.7178864257515944
E02000791,2.3603825979635915
E02000792,3.0786453960257485
E02000793,2.7033699543266265
E02000794,3.2506415739948675
E02000795,3.3458321315258144
E02000796,2.7707581227436826
E02000797,2.5833545431407483
E02000798,3.2551968155683326
E02000799,2.5109665708667372
E02000800,3.84118190212373
E02000801,2.8708133971291865
E02000802,3.0701128087962304
E02000803,2.706039716020167
E02000804,2.102312543798178
E02000805,2.762019901422859
E02000806,2.736801242236025
E02000807,1.5799708313077296
E02000808,0.9830908375933936
E02000810,2.0852602371142686
E02000812,1.9089982392734688
E02000813,2.133907595927956
E02000814,1.428155056834742
E02000815,1.4858645627876397
E02000816,2.2921441967076475
E02000817,2.257402521254764
E02000818,1.7662072485962226
E02000819,2.2941176470588234
E02000820,1.9993515616556792
E02000821,3.0695187165775404
E02000822,2.660523186682521
E02000823,1.798270893371758
E02000824,2.6528142021383903
E02000825,2.943189596167009
E02000826,2.0755290067834364
E02000827,2.1470224421275845
E02000828,2.2022931093200135
E02000829,1.9954233409610982
E02000830,1.981535690159874
E02000831,1.9461077844311379
E02000832,2.0637705087194305
E02000833,2.9403902699812883
E02000834,1.5874707010441085
E02000835,3.023589208914375
E02000836,2.4076080414108585
E02000837,3.65440747227087
E02000838,2.4952621604548324
E02000839,2.772207148755456
E02000840,3.699335191936522
E02000841,3.0906518663619544
E02000842,2.643650410429744
E02000843,2.1833139964138804
E02000844,3.2198499711482977
E02000845,2.950541286351093
E02000846,2.9689963215974777
E02000847,2.706144539955428
E02000848,3.5227691174665523
E02000849,2.580092932257276
E02000850,2.637403172261158
E02000851,2.589331952356292
E02000852,2.7637882324038814
E02000853,3.0710877278844975
E02000854,2.733604941516625
E02000855,2.8849665246500305
E02000856,2.6989397022598265
E02000857,2.2909252669039146
E02000858,3.4212984586641757
E02000859,2.804288912454342
E02000860,2.6627218934911245
E02000861,2.6863753213367607
E02000863,2.775304244582962
E02000864,2.094240837696335
E02000865,2.598870056497175
E02000866,2.151446824502067
E02000867,1.9049298879971779
E02000868,1.7238982343945504
E02000869,2.934727610052285
E02000870,2.3244856290246583
E02000871,2.7874261896491834
E02000872,2.025534004419347
E02000873,2.642276422764228
E02000874,2.654395091369881
E02000875,2.6224677716390423
E02000876,1.8261705341205545
E02000877,2.6946758420862005
E02000878,1.8777543590726193
E02000879,2.5182875644561697
E02000880,2.323434374519157
E02000881,2.9827315541601256
E02000882,2.6448581868801115
E02000883,3.2848680667743673
E02000884,1.5204953366251275
E02000885,3.0337397221434648
E02000886,2.021465041158695
E02000887,3.0005556584552693
E02000888,2.332327686238106
E02000889,2.431950022311468
E02000890,1.0654751675545626
E02000893,2.3607176581680833
E02000894,2.0699046754425785
E02000895,2.4387328153018526
E02000896,2.2398456757046405
E02000897,2.7683681812872325
E02000898,2.632892438233092
E02000899,2.3501362397820165
E02000900,2.697881828316611
E02000901,2.402745995423341
E02000902,2.8115272617732705
E02000903,3.0860591900311527
E02000904,2.516021837170662
E02000905,2.5019098548510312
E02000906,2.7256710539952325
E02000907,2.7974671581136
E02000908,2.4344859668165606
E02000909,2.5738077214231643
E02000910,2.065283976546775
E02000911,2.3221725042431722
E02000912,2.3310741425344013
E02000913,2.447117378681045
E02000914,2.8653780942692437
E02000915,1.998273097323301
E02000916,2.2525080446715884
E02000917,1.971419630749974
E02000918,2.0703711649860543
E02000919,1.6985827112409388
E02000920,2.4664983491940182
E02000921,2.205357142857143
E02000922,3.0691270675972846
E02000923,1.7266569265506706
E02000925,2.277904328018223
E02000926,1.435201100034376
E02000927,1.5926708949964765
E02000928,2.2017470384109132
E02000929,2.0251914052852555
E02000930,1.4959381810976817
E02000931,1.983902051921551
E02000932,1.441034429038791
E02000933,1.9413092550790065
E02000934,1.144267444469374
E02000935,2.7246848312322083
E02000936,1.647058823529412
E02000937,2.8281096963761017
E02000938,2.4872389791183296
E02000939,3.0694462207443407
E02000940,1.8450976185367947
E02000941,2.1730580137659783
E02000942,2.3733360850273453
E02000943,1.35383203304268
E02000944,2.760696061755855
E02000945,2.6795967844838584
E02000946,1.8007345101291317
E02000947,2.127432114603378
E02000948,1.475720410808655
E02000949,1.959412176347096
E02000950,2.3991563406274716
E02000951,1.8187470853412095
E02000952,1.5594541910331383
E02000953,1.8128499066915489
E02000954,1.5732546705998034
E02000955,1.958508631945452
E02000956,1.8590866226593024
E02000957,1.795249493647579
E02000958,2.577132486388385
E02000959,2.261466141532207
E02000960,2.0302095176222186
E02000961,2.4974515800203876
E02000962,1.4159521953754224
E02000963,2.3377363869618932
E02000964,2.050226430629889
E02000965,1.4472514916846515
E02000966,1.7181759239247894
E02000967,1.3214403700033037
E02000968,2.313056687150452
E02000969,2.5921299188007496
E02000970,1.2143379663496707
E02000971,1.1505016722408028
E02000972,1.1311642094560244
E02000973,1.1841445057701956
E02000974,1.6678168852081894
E02000975,0.7814605227701428
E02000976,1.3050183888954798
E02000977,0.7515265382808831
E02000978,1.3750526168093167
E02000979,1.6326530612244898
E02000980,1.6276937184777625
E02000981,1.2326283987915407
E02000982,1.9905709795704558
E02000983,1.8973359324236518
E02000984,2.121290994273816
E02000985,2.3738872403560833
E02000986,2.4764852958685557
E02000987,1.9301848049281316
E02000988,2.80787088215786
E02000989,2.1804241044686714
E02000990,2.3960704444710674
E02000991,2.763915547024952
E02000992,2.283901665344964
E02000993,3.2827684285375685
E02000994,3.7135278514588856
E02000995,2.7764480612733364
E02000996,3.5751840168243953
E02000997,2.6567809700339824
E02000998,2.92481779823552
E02000999,2.720131316684254
E02001000,2.5070852408981903
E02001001,3.3434993787416696
E02001002,2.970195272353546
E02001003,2.392604676454595
E02001004,3.4379350969262075
E02001005,3.1173842404549146
E02001006,3.683154291110849
E02001007,2.6111993645750595
E02001008,4.398602925125519
E02001009,3.0440587449933245
E02001010,3.1432076050291324
E02001011,2.1652129297075424
E02001012,3.82262996941896
E02001013,2.505321761912559
E02001014,2.4338374291115312
E02001015,2.218700475435816
E02001016,3.467278989667049
E02001017,2.5503106742094035
E02001018,2.505546130758189
E02001019,2.3690911103730765
E02001020,2.1794221996958947
E02001021,2.466666666666667
E02001022,2.3558586484810915
E02001023,2.632964718272775
E02001024,2.470515207945376
E02001025,2.736532089826973
E02001026,2.775819527670074
E02001027,2.7056722977612964
E02001028,2.3452413416962097
E02001029,2.907874420998456
E02001030,2.2657387926849006
E02001031,2.782228696285506
E02001032,2.553745928338762
E02001033,2.686953706701198
E02001034,2.8670922809053976
E02001035,2.3967858132446658
E02001036,2.648829431438127
E02001037,2.481286387579706
E02001038,2.232770745428973
E02001039,3.2325581395348837
E02001040,2.3579013116802
E02001041,2.7159855147439216
E02001042,2.377686328303612
E02001043,2.586206896551724
E02001044,4.568262596696634
E02001045,3.152405783360986
E02001046,3.431678402709689
E02001047,3.0366692131398016
E02001048,3.143189755529686
E02001049,3.1059451219512195
E02001050,3.665480427046263
E02001051,3.636952298726527
E02001052,3.8891848694725626
E02001053,3.8558467741935485
E02001055,3.3202722210765105
E02001056,4.125670840787119
E02001059,2.8446020089474127
E02001061,3.3126482934842127
E02001062,2.8861308116627264
E02001063,1.5891647855530475
E02001064,3.5366193260930103
E02001065,3.4942287513116477
E02001066,2.0418757570513932
E02001067,3.9307359307359304
E02001068,4.534746760895171
E02001069,2.6739252261628375
E02001070,1.6006669445602335
E02001072,2.058165548098434
E02001073,1.7289220917822838
E02001074,2.8719078278549643
E02001075,2.8252299605781865
E02001076,0.9397996276265628
E02001077,2.3543656666218213
E02001078,2.739854123807743
E02001079,2.6944209636517327
E02001080,1.1301756909483203
E02001081,2.6491116751269037
E02001082,1.4992503748125936
