MSOA,higher_education_percent
E02000421,38.383267382702094
E02000422,39.637994021919624
E02000423,48.815325155436064
E02000424,62.91121330031836
E02000425,26.993745113369823
E02000426,66.25962802930678
E02000427,57.034088942723656
E02000428,42.135241711698555
E02000429,71.15658362989323
E02000430,69.60027448962086
E02000431,74.72959685349065
E02000432,63.85609893198426
E02000433,48.14092744743072
E02000434,51.22733440236832
E02000435,41.916349809885936
E02000436,54.98859157851068
E02000437,40.18969422423556
E02000438,43.401015228426395
E02000439,37.824962569756366
E02000440,46.24480249480249
E02000441,49.824502757813804
E02000442,33.38095856604754
E02000443,36.994633273703045
E02000444,40.277978862024035
E02000445,36.80874316939891
E02000447,52.19203457857363
E02000448,59.30912311780337
E02000449,33.86694081362902
E02000451,54.117217454811026
E02000452,46.786188579017264
E02000453,50.79175380938153
E02000454,57.27748691099477
E02000455,57.31848271514133
E02000456,47.28863884982029
E02000457,50.62305295950156
E02000459,42.94662309368192
E02000460,42.653276955602536
E02000461,50.5073086844368
E02000462,38.5337347264034
E02000463,34.79890442554419
E02000464,26.117065127782357
E02000465,28.410847267106927
E02000466,24.933389426447903
E02000467,26.016746411483254
E02000468,24.236192714453583
E02000469,27.354099534550663
E02000470,34.642147117296226
E02000471,27.485740712193618
E02000472,28.177014531043593
E02000473,31.20525059665871
E02000474,29.19039022358006
E02000475,34.87283310135392
E02000476,38.36378077839555
E02000477,31.431469506783316
E02000478,35.55992141453831
E02000479,34.4395575103292
E02000480,35.58779201205727
E02000481,26.513444494517053
E02000482,33.321005917159766
E02000483,27.31516337900918
E02000484,27.127355796687606
E02000485,30.55918663761801
E02000486,26.621271076523996
E02000487,30.918460139436192
E02000488,26.083530338849485
E02000489,28.818989369448083
E02000490,24.89302051055039
E02000491,28.233725300036365
E02000492,23.374777975133217
E02000493,27.435847964499327
E02000494,57.093005613715675
E02000495,48.491353607632675
E02000496,31.657268170426068
E02000497,44.070470681041286
E02000498,39.320200849748936
E02000499,45.383165829145725
E02000500,46.617519514310494
E02000501,42.91379057130269
E02000502,42.765685019206146
E02000503,39.60310612597067
E02000504,45.80624187256177
E02000506,46.899696048632215
E02000507,36.1861627362174
E02000508,44.55889852116267
E02000509,37.4872895717998
E02000510,36.678058783321944
E02000511,30.76528650173055
E02000512,31.137197358767427
E02000513,29.238055439476252
E02000514,30.341309364751613
E02000515,37.17629004412047
E02000516,31.936782466080217
E02000517,30.950283196979235
E02000518,28.753560287535603
E02000519,28.95779265127715
E02000520,32.47150403113706
E02000521,36.92690203878667
E02000522,34.96957403651116
E02000523,34.8942765415698
E02000524,32.01913559881227
E02000525,29.884460599766328
E02000526,64.75752508361204
E02000529,35.2263701350278
E02000530,27.683896620278333
E02000531,49.8885231977917
E02000532,59.462055715658025
E02000533,61.59302497413921
E02000534,51.95273094105779
E02000535,36.21348453099963
E02000536,37.87356321839081
E02000537,48.722044728434504
E02000538,30.512003919647228
E02000539,47.47243603078844
E02000540,44.804375262936475
E02000541,33.18741126360625
E02000542,37.72580139918555
E02000543,43.39328317122408
E02000544,41.59178433889602
E02000545,43.7246397089688
E02000546,35.899315738025415
E02000547,30.637510123799604
E02000548,29.028683983749847
E02000549,32.56181998021761
E02000550,35.257656781720954
E02000551,28.31560522418204
E02000552,33.57907914869941
E02000553,32.19078708741386
E02000554,48.795180722891565
E02000555,55.53463855421686
E02000556,58.80249310309594
E02000557,55.87288817377313
E02000558,42.99973732597846
E02000559,65.56199596774194
E02000560,59.319388073680926
E02000561,66.4068713217751
E02000562,59.11144578313253
E02000563,48.00331629128092
E02000564,63.01775147928994
E02000565,54.71274055344851
E02000566,66.99820417184694
E02000567,58.83601429848079
E02000568,45.680300500834726
E02000569,56.21811999028419
E02000570,67.84565916398714
E02000571,54.311608689857394
E02000572,42.83715724678231
E02000573,65.88769520434157
E02000574,56.841805496226684
E02000575,57.35398319667983
E02000576,51.4368456226331
E02000577,41.09505703422053
E02000578,35.267766239055184
E02000579,52.04436130411545
E02000580,50.129533678756474
E02000581,39.28745729624207
E02000582,68.81438798672953
E02000583,67.3362287368802
E02000584,71.3
E02000585,63.845007451564825
E02000586,67.5699928212491
E02000587,70.516279906458
E02000588,66.53210303729334
E02000589,64.81366459627328
E02000590,56.78209297876411
E02000591,59.996328254084816
E02000592,72.32233245596275
E02000593,63.85020117610647
E02000594,64.09989594172737
E02000595,63.584798638684056
E02000596,64.65517241379311
E02000597,50.690814040328604
E02000598,58.792184724689164
E02000599,59.56784788245463
E02000600,61.05086299068275
E02000601,64.13845486111111
E02000602,48.81442051778369
E02000603,43.736327840163334
E02000604,55.62877539813289
E02000605,53.36395969176052
E02000606,61.65224060479895
E02000607,55.16870064608758
E02000608,60.195418869133434
E02000609,45.726702076291645
E02000610,57.446808510638306
E02000611,50.235373234700745
E02000612,46.769185272807924
E02000613,53.77328702241869
E02000614,40.46813692328507
E02000615,35.38388173581307
E02000616,33.8597210828548
E02000617,32.6473075838737
E02000619,50.60862662079916
E02000620,57.16633407676957
E02000621,61.835577604535786
E02000622,59.6057104010877
E02000623,45.86466165413533
E02000624,57.32784702892412
E02000625,49.09067290205248
E02000626,43.0338733431517
E02000627,56.34843712139569
E02000628,45.464386230785884
E02000629,65.98715097603163
E02000630,66.88350983358548
E02000631,60.87994971715902
E02000632,71.35955056179776
E02000633,56.021409455843
E02000634,58.74766672323095
E02000635,63.01321378008494
E02000636,73.98986019357812
E02000637,68.03511141120863
E02000638,52.02147099132024
E02000639,47.42873113471213
E02000640,68.61143523920653
E02000641,42.02665104700542
E02000642,57.199900174694285
E02000643,59.10186477229481
E02000644,57.874186550976134
E02000645,57.315331688952355
E02000646,58.274736313410344
E02000647,54.16245851969413
E02000648,41.40316205533597
E02000649,54.59257126403686
E02000650,51.07073329007138
E02000651,50.20815986677769
E02000652,40.97323600973236
E02000653,53.421945701357465
E02000654,45.04915230089757
E02000655,47.07073112645868
E02000657,51.861606608404166
E02000658,55.34073769367887
E02000659,60.1409084095338
E02000660,62.67227622225447
E02000661,59.685767097966725
E02000662,53.69809033040315
E02000663,59.12227924261193
E02000665,55.05327245053272
E02000666,56.02012491325469
E02000667,57.98350824587706
E02000668,55.19001701644923
E02000669,53.47718099968953
E02000670,44.933184855233854
E02000671,58.10559450565174
E02000672,49.05729230020679
E02000673,63.98190045248868
E02000674,46.53217493741717
E02000675,44.54691845996194
E02000676,57.483592124219626
E02000677,44.791133844842285
E02000678,35.483870967741936
E02000679,50.76490789884483
E02000680,52.387003085859504
E02000681,38.15375393376292
E02000682,33.43576236464735
E02000683,35.716925351071694
E02000685,48.265716940229176
E02000686,35.208079401009925
E02000687,50.29460643601753
E02000689,66.52427737434145
E02000690,66.4263870685889
E02000691,66.0299003322259
E02000692,72.68368136117556
E02000693,59.31099798745117
E02000694,65.17772027781561
E02000695,44.69069995791836
E02000696,46.01131541725601
E02000697,69.4669271560145
E02000698,65.80575317042994
E02000699,66.28899580940556
E02000700,39.854333576110704
E02000701,36.330885409449905
E02000702,36.596998176462336
E02000703,59.29467084639498
E02000704,54.319055073288744
E02000705,39.75535168195719
E02000706,35.04966021955045
E02000707,32.53735942073641
E02000708,50.98260992506716
E02000709,45.50281074328545
E02000710,36.322991464571196
E02000711,40.78108395324123
E02000712,33.86506276150627
E02000713,32.920634920634924
E02000714,41.911037891268535
E02000715,29.59202857680015
E02000716,35.485601860132356
E02000717,31.46537842190016
E02000718,31.818181818181817
E02000719,41.81126331811264
E02000720,39.0010263427985
E02000721,32.48180195028155
E02000722,42.91851851851852
E02000723,35.27533918595371
E02000724,32.062899786780385
E02000725,46.87311724304133
E02000727,33.785241103065786
E02000728,34.4242606215283
E02000729,34.994789857589446
E02000730,35.54692556634304
E02000731,34.19709462112289
E02000732,33.71956585508947
E02000733,38.21842586943258
E02000734,36.93143245078072
E02000735,36.69766046790642
E02000736,31.65097115950559
E02000737,34.354653389505934
E02000738,37.20769337207693
E02000739,35.230441200590455
E02000740,38.41240875912409
E02000741,35.552025416997616
E02000742,33.88071262587142
E02000743,39.07123753950887
E02000744,35.96664782362917
E02000745,37.927994121969135
E02000746,43.55345911949686
E02000747,53.77538937972493
E02000748,37.494957644211375
E02000749,34.73125414731254
E02000751,48.7199124726477
E02000752,35.535240342081984
E02000753,35.792603605277826
E02000754,43.50613665506503
E02000755,36.41513709494675
E02000756,39.24567654471191
E02000757,53.54967548676984
E02000758,38.87055372203887
E02000759,46.50278021656424
E02000760,37.93103448275862
E02000762,44.95837187789084
E02000763,41.65745856353591
E02000764,56.68715247292947
E02000765,45.77344284736482
E02000767,45.0689448441247
E02000768,56.54903658800606
E02000770,40.97644673217907
E02000772,39.16913946587537
E02000773,42.8519151012442
E02000774,36.53346328784926
E02000776,42.8997390980246
E02000777,52.04274041483343
E02000779,40.37112116014346
E02000781,36.135203047742564
E02000782,39.87012987012987
E02000783,33.81704628949302
E02000784,63.73934226552984
E02000785,72.03655025660282
E02000786,65.15406162464986
E02000787,63.86572143452878
E02000788,67.0302856322664
E02000789,67.1777950310559
E02000790,70.184287099903
E02000791,72.7684468767692
E02000792,69.26534140017286
E02000793,44.932174973327236
E02000794,61.312421128537956
E02000795,62.85660306064613
E02000796,38.809034907597535
E02000797,67.3670805475963
E02000798,53.56567747872095
E02000799,57.68598062511424
E02000800,49.600193845408285
E02000801,63.92946205913786
E02000802,60.22606852702226
E02000803,45.27674805061997
E02000804,63.109444255028976
E02000805,62.07094478245896
E02000806,56.677055861903625
E02000807,65.56919642857143
E02000808,59.617039586919105
E02000810,54.41578148710167
E02000812,51.519473395501926
E02000813,53.773917126423285
E02000814,64.81064021641119
E02000815,59.2128801431127
E02000816,45.46140306763892
E02000817,40.29290944811573
E02000818,53.792367859682386
E02000819,41.48936170212766
E02000820,52.37913486005089
E02000821,41.782767482753954
E02000822,42.21689413500553
E02000823,48.646801530891196
E02000824,41.27286585365854
E02000825,44.40257688100158
E02000826,49.99393718928095
E02000827,49.205163768270566
E02000828,46.35852420792758
E02000829,50.881445570736005
E02000830,64.28384393820372
E02000831,62.37966884867154
E02000832,49.5137157107232
E02000833,54.62651413189771
E02000834,67.42696053305997
E02000835,58.657243816254415
E02000836,67.40181268882175
E02000837,72.82245827010621
E02000838,60.814882745971445
E02000839,58.84574709170569
E02000840,29.574076694495545
E02000841,28.927122674499927
E02000842,32.55395683453237
E02000843,42.645660736112994
E02000844,31.19632810186556
E02000845,43.097781429745275
E02000846,38.56435643564357
E02000847,40.05539435505144
E02000848,33.20281910728269
E02000849,37.796741660201704
E02000850,35.146057037293616
E02000851,42.26006191950464
E02000852,40.712507778469195
E02000853,38.91968952954221
E02000854,46.322430682384194
E02000855,43.46513733776034
E02000856,42.88612388423046
E02000857,48.66053029262261
E02000858,30.37059818545287
E02000859,39.67510610273672
E02000860,43.63766048502139
E02000861,51.864191654767566
E02000863,41.79952354773685
E02000864,48.53501797189848
E02000865,43.5052827843381
E02000866,54.8981681647514
E02000867,56.80522442210013
E02000868,52.129750982961994
E02000869,51.43266475644699
E02000870,46.07482070168638
E02000871,42.2385894431425
E02000872,51.54139753376394
E02000873,40.42900150526844
E02000874,42.55497733758603
E02000875,43.67816091954023
E02000876,48.74088800530153
E02000877,47.32796486090776
E02000878,53.67965367965368
E02000879,39.307138572285545
E02000880,42.62641799653913
E02000881,43.27373094923797
E02000882,39.723097703737054
E02000883,35.27164685908319
E02000884,55.51446796708884
E02000885,35.5119825708061
E02000886,54.01560926485398
E02000887,41.35906040268457
E02000888,52.40363793850151
E02000889,59.6345068529965
E02000890,69.52233610520209
E02000893,48.395185556670015
E02000894,58.97748696905845
E02000895,30.861488957144946
E02000896,40.374051791786556
E02000897,32.94511573737079
E02000898,34.14521350393094
E02000899,32.634098268337326
E02000900,31.26508590089451
E02000901,42.82650142993327
E02000902,39.14018198602137
E02000903,38.56856354976185
E02000904,45.91223324316201
E02000905,48.69521787988513
E02000906,49.03276746940387
E02000907,41.47210616859179
E02000908,52.76530709714395
E02000909,53.53159851301115
E02000910,51.75646551724138
E02000911,49.31533269045323
E02000912,42.175818509925236
E02000913,43.89920424403183
E02000914,36.9154336321417
E02000915,51.366691560866315
E02000916,43.8561320754717
E02000917,48.99572372683686
E02000918,47.22222222222222
E02000919,46.96234090014434
E02000920,40.9530634181297
E02000921,39.22621657167909
E02000922,43.15561959654179
E02000923,63.67115737905695
E02000925,49.413942011104254
E02000926,66.96481812760882
E02000927,57.016971279373365
E02000928,71.54775604142692
E02000929,45.692940997103214
E02000930,72.28561744435656
E02000931,77.2176851591101
E02000932,74.33985988862942
E02000933,67.4807539155827
E02000934,69.08907393388847
E02000935,34.326537724342224
E02000936,68.28220858895706
E02000937,71.39949906073888
E02000938,50.77961368396555
E02000939,73.09873248832555
E02000940,60.631018753167766
E02000941,66.09034457567272
E02000942,69.08537358873525
E02000943,73.67929562433298
E02000944,48.84445172922472
E02000945,38.329081632653065
E02000946,57.5465100013988
E02000947,69.60510570402873
E02000948,72.0831419384474
E02000949,74.15134370579915
E02000950,55.78406169665809
E02000951,66.70845272206304
E02000952,67.4928503336511
E02000953,64.71152309413458
E02000954,61.89641744548287
E02000955,55.93515774795189
E02000956,54.876708025757814
E02000957,57.63287671232876
E02000958,51.77050649932765
E02000959,50.37986704653371
E02000960,64.40061279203371
E02000961,57.287121306570256
E02000962,62.74159976211716
E02000963,39.606709080393294
E02000964,47.87172011661808
E02000965,68.37305089732274
E02000966,65.66620620369208
E02000967,69.51713969775156
E02000968,37.35049833887043
E02000969,41.579484562388366
E02000970,67.61873673902399
E02000971,67.89153948733146
E02000972,61.56280093547943
E02000973,63.788395904436854
E02000974,60.18470343392299
E02000975,68.65561148948771
E02000976,65.70858283433134
E02000977,59.479553903345725
E02000978,56.06834877036091
E02000979,60.76771097939599
E02000980,56.76205409643277
E02000981,64.82244979385557
E02000982,51.36819702037093
E02000983,52.83677184466019
E02000984,42.36862745098039
E02000985,38.995330864595076
E02000986,32.79546445704318
E02000987,27.431462140992167
E02000988,24.7935041299174
E02000989,33.87073964078631
E02000990,35.42749855574812
E02000991,30.09318766066838
E02000992,31.370284834488064
E02000993,23.82324687800192
E02000994,20.18362432269717
E02000995,34.9946491362177
E02000996,17.923342758404022
E02000997,36.28652214891612
E02000998,22.943834732085218
E02000999,21.688888888888886
E02001000,23.884408602150536
E02001001,34.311816684139586
E02001002,22.825094561106038
E02001003,45.038926619181716
E02001004,19.213715637008573
E02001005,23.140495867768596
E02001006,22.65549468256526
E02001007,21.454240536655487
E02001008,20.57016853047724
E02001009,23.67354133615371
E02001010,21.35014233428223
E02001011,34.53308596165739
E02001012,25.34614297824244
E02001013,34.50901803607214
E02001014,25.23242300987798
E02001015,19.35531788472965
E02001016,19.270993540449094
E02001017,23.727837900069076
E02001018,31.992950977250885
E02001019,37.82979299147612
E02001020,42.27446252762708
E02001021,41.59683794466403
E02001022,30.071093631825747
E02001023,33.36987502740627
E02001024,31.91103041307308
E02001025,21.462715105162523
E02001026,23.92366767512218
E02001027,27.36696613683483
E02001028,35.00566434698171
E02001029,25.80376478427453
E02001030,33.41782023786313
E02001031,28.639269406392692
E02001032,24.153969526864476
E02001033,25.324809239018354
E02001034,21.147637217493394
E02001035,34.67000835421888
E02001036,28.403675970047654
E02001037,42.33796683972534
E02001038,34.424835211567085
E02001039,27.73645058448459
E02001040,38.39302634072389
E02001041,39.12427153882501
E02001042,42.849077907414376
E02001043,39.51314931536623
E02001044,37.615252383184874
E02001045,21.49489322191272
E02001046,29.524940617577194
E02001047,25.917232859789998
E02001048,30.763750356226844
E02001049,25.520195838433292
E02001050,25.59880239520958
E02001051,26.582278481012654
E02001052,28.088821408236857
E02001053,25.42894332031712
E02001055,24.133629054616023
E02001056,23.822029970647304
E02001059,32.37580263602568
E02001061,26.690567437260476
E02001062,39.52278207894403
E02001063,39.00072261794157
E02001064,28.696869432425554
E02001065,24.508277911419274
E02001066,32.1571854747454
E02001067,27.329881656804734
E02001068,30.869357535228087
E02001069,35.18804739824832
E02001070,29.37799043062201
E02001072,52.5
E02001073,61.4752024291498
E02001074,39.26353633293387
E02001075,40.4586758978797
E02001076,26.750673335898423
E02001077,60.92985318107667
E02001078,39.48870392390012
E02001079,34.619883040935676
E02001080,34.898260770717286
E02001081,60.611370716510905
E02001082,63.07300509337861
E02001083,69.04661906761865
E02001084,49.806576402321085
E02001085,27.936507936507937
E02001086,51.15452930728242
E02001087,68.10866486416892
E02001088,30.416006909457323
E02001089,56.006144393241165
E02001090,41.316333563059956
E02001091,31.383527331663473
E02001092,26.91109852774632
E02001093,26.125390996872028
E02001094,21.003353828954722
E02001095,24.09897025171625
E02001096,24.80850398624355
E02001097,20.832704782018403
E02001098,24.161478208475597
E02001099,23.161055114733003
E02001100,28.591436574629853
E02001101,29.28799149840595
E02001102,27.25962528309656
E02001103,40.96774193548387
E02001104,26.504751847940867
E02001105,24.469589816124472
E02001106,24.429315178213855
E02001107,25.765696784073505
E02001108,19.56170703575548
E02001109,20.27361134003626
E02001110,44.85929740665809
E02001111,18.51851851851852
E02001112,32.041550139832204
E02001113,17.920452852673915
E02001114,23.138220805563606
E02001115,26.328800988875155
E02001116,20.344574780058654
E02001117,41.96446396486325
E02001118,34.170953700039576
E02001119,19.170325860873586
E02001121,20.09616978942132
E02001123,22.132409545804464
E02001124,20.121488230827637
E02001125,22.58927166902627
E02001126,18.856282919488336
E02001127,19.524057668924787
E02001128,21.05878423513694
E02001129,23.833149577361265
E02001130,21.41401792991035
E02001131,21.942934782608695
E02001132,28.88278388278388
