MSOA,unemployment_rate,inactive_rate
E02000266,10.426229508196721,32.22756043620834
E02000267,6.644370122630992,23.73941847626058
E02000268,7.036613272311213,27.61565067012538
E02000269,5.683269476372925,23.224779627815867
E02000270,7.83384951721625,23.732694909961484
E02000271,5.423213380638622,24.320046049791337
E02000272,5.508474576271186,27.138599105812222
E02000275,8.795051102743411,34.798041615667074
E02000276,6.076923076923077,22.5
E02000277,8.85216878135143,31.083056478405314
E02000278,9.728622631848438,34.42935935511243
E02000279,9.4742413549753,27.7146567115728
E02000280,6.002372479240806,29.213483146067414
E02000281,7.831194257124212,28.79494352916796
E02000282,11.459129106187929,32.51632345554997
E02000283,9.60890960890961,30.873740922932768
E02000284,5.641025641025641,27.80002288067727
E02000285,4.497041420118343,29.99548260804096
E02000286,4.5102505694760815,30.893186003683244
E02000287,4.304080491894913,33.18830727396329
E02000288,9.381939304219097,31.97528933375039
E02000289,5.410999408633945,30.789667896678967
E02000290,10.479887085391674,30.236385397965293
E02000291,7.798440311937613,29.947839779549255
E02000292,6.676403087836428,28.66002440016267
E02000293,4.765013054830288,33.73456307644208
E02000294,9.568434032059187,33.41877603332265
E02000295,5.769230769230769,30.80023028209557
E02000296,7.1802833300989715,30.12758554030543
E02000297,5.208989708044529,31.632110579479
E02000298,4.456696531127958,28.12310674906095
E02000299,9.480646741793239,32.2312309150258
E02000300,7.97138477261114,31.89879137015701
E02000301,9.66568114623607,32.814640829908
E02000302,6.6341916028763634,30.95293031841255
E02000303,9.78687605159843,34.77117935237185
E02000304,5.354523227383863,30.59320979977615
E02000305,6.246246246246246,26.089895234876646
E02000306,11.863952865559721,34.00854045768094
E02000307,7.288205980066445,29.707278481012654
E02000308,7.147429059099637,26.92702980472765
E02000309,9.738399847240785,30.19075879610004
E02000311,10.710918348104846,30.451270383010996
E02000312,7.14173352210162,26.19426751592357
E02000313,11.09350237717908,26.310110974106042
E02000314,11.596319556009933,26.96015879767475
E02000315,8.777292576419214,27.43389727484551
E02000317,10.576660289696637,28.214285714285715
E02000318,9.00604063701263,29.426118391323996
E02000319,9.171545148128438,25.36498069134407
E02000320,9.16389811738649,26.50277106721614
E02000321,11.344430217669654,26.91012691012691
E02000323,9.839682306221503,24.5800933125972
E02000324,9.07436297451898,28.90019071837254
E02000326,5.855562784645413,21.341541618571245
E02000327,11.234315728042018,25.747057047992755
E02000328,5.171475231355471,25.764326317406667
E02000329,7.162965279949953,28.98184688239937
E02000331,8.289786223277911,27.591648458363682
E02000332,6.243654822335025,26.641600644554853
E02000333,5.28269560251285,25.989424771671203
E02000334,7.390165842304334,28.38855421686747
E02000335,5.660377358490567,26.789457921533394
E02000337,8.000955337950801,29.025023607176582
E02000339,5.766793409378961,30.63106024479415
E02000340,6.004489337822671,29.834012813046012
E02000341,7.971014492753622,28.993120700437775
E02000342,9.01948460087995,30.32451165721487
E02000343,7.765314926660914,30.161885827889805
E02000344,5.946601941747573,29.17573872472784
E02000345,6.011088415523782,23.639912173700903
E02000346,9.56175298804781,26.543209876543212
E02000347,7.469118069520253,24.785276073619634
E02000348,9.558599695585997,26.05207947673701
E02000350,6.943498978897209,22.01718414372193
E02000351,6.131756756756756,21.77002583979328
E02000352,6.166072896684023,23.922381869352687
E02000353,6.1902783547985045,21.506761107533805
E02000354,8.148837209302325,27.339927121290998
E02000355,7.599096323680427,23.4037358075937
E02000356,4.822222222222222,19.96873223422399
E02000357,10.84672435105068,31.390593047034766
E02000358,7.740524781341109,22.941653891243575
E02000359,7.620868615132477,25.78766611915783
E02000360,9.492419248516809,27.385603889901883
E02000361,7.040895061728395,20.903674280039723
E02000362,9.926189870195978,27.093808360867694
E02000363,11.547783933518005,28.486072540604223
E02000364,7.539398280802293,23.860677083333336
E02000366,9.386845039018953,28.456456456456458
E02000367,6.907607111629263,19.539347408829176
E02000368,9.882088714205503,28.613182826043136
E02000369,6.887661141804788,23.08663991677812
E02000370,7.8896974339333585,25.155174359553094
E02000372,9.878953533775869,33.960752903484185
E02000373,11.308805790108565,30.518834399431416
E02000374,8.991825613079019,28.304888631761642
E02000375,8.508158508158509,26.87683676195565
E02000376,7.805108798486282,23.951649007610804
E02000377,8.492429229756418,25.993844575532187
E02000378,8.03549420754252,23.686664594342556
E02000379,6.760772659732541,26.123443421765025
E02000380,6.251934385639121,24.29193899782135
E02000381,6.41577873498073,24.921342422653385
E02000382,6.709713644020214,27.39615322450299
E02000383,7.882472137791287,30.62189642941594
E02000384,7.856078347881626,29.523463957426223
E02000385,5.7894736842105265,23.138582116138227
E02000386,9.714689931619901,29.042469005539434
E02000387,7.714367651276169,28.763485477178424
E02000388,6.088905491221517,25.860475860475862
E02000389,5.517519130084575,27.108642832349876
E02000390,6.1935140882509305,24.640723397384143
E02000391,5.792400370713624,25.59947299077734
E02000392,6.475603119898422,23.613518197573658
E02000393,4.570184983677911,21.894877803816538
E02000394,7.6923076923076925,24.10040939452704
E02000395,4.101326899879373,27.464788732394368
E02000396,6.343683083511777,25.195708901130764
E02000397,8.205353225098728,25.09798963206474
E02000398,13.674472390864413,32.78361484239925
E02000400,8.239171374764595,26.392888443721045
E02000401,11.2089914945322,33.74125874125874
E02000402,11.139812721989022,32.31792175661049
E02000403,7.9093432007400555,25.21959009848283
E02000404,9.345542687853488,30.836261419536193
E02000405,4.827984966753397,23.540315106580167
E02000406,10.638852672750977,28.346690412585335
E02000407,9.738012852199704,27.964764659479357
E02000408,9.33832709113608,29.944255937954434
E02000409,9.75609756097561,31.327287716405607
E02000410,6.730245231607629,23.859922178988327
E02000411,9.977433913604127,27.706309617572416
E02000412,8.74184979473557,29.575542513989355
E02000413,5.617147080561715,25.505603503800078
E02000414,7.955665024630541,25.218864727478113
E02000415,8.341416100872939,26.83331031625466
E02000416,6.592312288388767,24.4441816461684
E02000417,5.938748335552597,25.72474824534635
E02000418,4.993297587131367,26.919535997053952
E02000419,8.126493840779556,22.463934050835814
E02000420,9.085106382978724,25.816135084427767
E02000421,11.140178766078046,29.251380890821483
E02000422,9.109466700688952,28.197908286403862
E02000423,7.641664707265459,24.594672843080488
E02000424,6.989117291414752,22.457438934122873
E02000425,6.980906921241051,21.613021661975278
E02000426,5.907534246575342,28.034504004929143
E02000427,7.164317078807487,21.923599577230863
E02000428,10.01264755480607,24.934787763813137
E02000429,4.933964615001246,23.66367250773082
E02000430,4.7184509236590255,19.257440046229412
E02000431,5.01689628281778,21.169630642954857
E02000432,6.284426639959941,21.896974652493867
E02000433,5.306718597857838,35.713455052913126
E02000434,5.693402577418735,29.507364144235655
E02000435,7.360537190082645,33.01598925912364
E02000436,4.589041095890411,33.03804064616988
E02000437,5.979673835972584,32.34018264840183
E02000438,6.30922693266833,31.42990872923005
E02000439,6.439473134016308,27.694465422375657
E02000440,5.123639960435213,27.51691827173347
E02000441,5.955334987593052,31.511425898703727
E02000442,6.99922660479505,26.353677621283257
E02000443,7.6259819888867595,29.481812261605732
E02000444,5.583295506128008,28.689465228368142
E02000445,6.622631670432817,28.866242038216562
E02000447,5.675738543847406,26.545321280234546
E02000448,5.131964809384164,31.616918941858817
E02000449,5.550416281221091,29.949360983843743
E02000451,5.1629650995096625,29.95680023834351
E02000452,7.06713780918728,25.61052631578947
E02000453,5.865490628445425,25.739151168335717
E02000454,4.172274562584119,27.469682518054228
E02000455,7.200610221205187,25.37070369418017
E02000456,7.446311858076564,27.011126742550196
E02000457,5.861309851403412,30.34297052154195
E02000459,8.0625,27.29416809605489
E02000460,8.180574555403556,27.59846827133479
E02000461,7.324324324324325,29.002606667581286
E02000462,7.758861289422272,29.53145149734919
E02000463,8.218215874502459,30.598644145696884
E02000464,6.807387862796833,29.337458107759733
E02000465,7.43073047858942,25.189941144997324
E02000466,7.449002979601192,30.535950595500662
E02000467,7.49854679325712,27.947979401239415
E02000468,6.079316076941344,30.031210264709284
E02000469,6.448814343551186,29.218728545928872
E02000470,4.810800532420612,28.504242919946837
E02000471,4.234866199012731,33.725540350428446
E02000472,5.628245067497404,29.108179419525065
E02000473,5.095771593783882,27.13931770535544
E02000474,6.156837329876863,28.05833696125381
E02000475,4.847870182555781,30.93330558734783
E02000476,6.774003534262714,26.26014523707817
E02000477,5.055292259083728,29.621474258152457
E02000478,4.265734265734266,37.22444889779559
E02000479,5.411255411255411,25.62175891628744
E02000480,7.401728463897407,24.866348793526946
E02000481,4.556772908366534,32.07432596550886
E02000482,4.124365482233502,34.28441341629989
E02000483,5.751888861808433,31.772199325590112
E02000484,4.916943521594684,29.309938765897314
E02000485,4.543419874664279,28.51410362327393
E02000486,5.557018698972873,32.23657375934738
E02000487,2.992252204114347,36.07634938692959
E02000488,4.159224291911202,32.009499934028234
E02000489,5.887722501141032,28.761728252056063
E02000490,6.6075180947933685,29.47703931058907
E02000491,7.667610953729934,27.765767459347686
E02000492,5.233589591957422,32.88934426229508
E02000493,7.249403341288783,27.189076877411694
E02000494,4.5677419354838715,34.11261940673705
E02000495,5.260212646894236,29.0430943468663
E02000496,5.578664056765353,29.444942956031277
E02000497,5.467625899280575,28.803948335608524
E02000498,4.995227489659561,31.9115571585385
E02000499,5.011506008693429,31.797592856218454
E02000500,5.106085334576824,31.779200386520113
E02000501,4.746136865342163,26.87905604719764
E02000502,4.858383295431052,24.526822712509798
E02000503,5.001029018316526,24.070021881838073
E02000504,4.192073170731708,28.993850582232106
E02000506,4.257937484617278,31.59482216915923
E02000507,6.450861667442943,25.573213635812202
E02000508,10.176346869438602,30.326359832635987
E02000509,13.27148043565954,36.911416390336335
E02000510,6.740378481820115,28.65291794646775
E02000511,6.638839196978733,27.896909292258133
E02000512,8.47378277153558,28.79972798367902
E02000513,10.302073940486926,28.0897724943636
E02000514,9.476605868358446,29.86416861826698
E02000515,8.207125342564545,26.265894214129865
E02000516,8.872502378686965,28.966234967622572
E02000517,8.164931618697693,29.089867252411423
E02000518,7.972119363972991,28.885889315751218
E02000519,8.801498127340825,31.888609715242882
E02000520,9.926686217008799,28.22901849217639
E02000521,9.002832016693993,25.36204412768216
E02000522,8.350558081852006,26.700094014415544
E02000523,9.403862300587742,27.06317086046102
E02000524,9.420812304734438,25.238853503184718
E02000525,10.591229444009397,25.797475901818544
E02000526,4.26530612244898,26.317008220446915
E02000529,9.402631011429802,30.008235536339306
E02000530,10.701513067400276,29.604533694714796
E02000531,6.072749691738594,25.351626542410905
E02000532,5.935976256094976,28.609625668449194
E02000533,5.19537218947828,25.961652971299277
E02000534,6.877637130801688,25.698258735538154
E02000535,9.033953112368634,31.486271388778352
E02000536,8.133881824981302,30.901208375611105
E02000537,8.46435100548446,27.097298395287428
E02000538,9.881498470948012,28.996834190740007
E02000539,6.884758364312267,23.621338569792176
E02000540,7.919876733436055,24.909270867700428
E02000541,10.105184072126221,29.452764434397665
E02000542,10.037234903674923,27.641417425227566
E02000543,8.81885593220339,23.887420530037858
E02000544,6.411649641382308,28.197640462562784
E02000545,7.372072853425846,27.443975316661252
E02000546,8.266666666666666,28.13159409169384
E02000547,7.79291553133515,28.49736219756231
E02000548,7.584006007133472,26.430260047281322
E02000549,7.656438026474127,27.64701188861406
E02000550,8.444757213230119,23.749066467513067
E02000551,8.972198820556024,27.463849861552664
E02000552,7.1688206785137325,24.16288615251674
E02000553,7.474009553245294,27.46696654484116
E02000554,8.572004840661556,28.615713522180652
E02000555,8.213552361396303,27.27272727272727
E02000556,7.219596046411689,24.629288409230497
E02000557,7.1665043816942555,26.47694934547524
E02000558,12.814990307990524,31.520932697403286
E02000559,5.516194331983805,20.93727168354034
E02000560,8.033064857990674,22.92629861299973
E02000561,6.088727931190584,25.29109125372326
E02000562,6.587473002159827,25.556261919898283
E02000563,9.710610932475884,29.66033390903857
E02000564,6.947953511874684,23.3166881443299
E02000565,10.042691603984549,25.72599531615925
E02000566,5.221188532371369,23.0481533426835
E02000567,6.423173803526448,24.877815045519885
E02000568,10.529019003595275,33.0188679245283
E02000569,7.462412907957463,27.970620786799476
E02000570,6.017901352123405,22.93577981651376
E02000571,7.232267037552156,27.692480107587137
E02000572,11.705989110707804,31.83350773165911
E02000573,5.865011636927851,25.029092319627615
E02000574,9.046236318963592,32.53350350989152
E02000575,9.23270836615724,31.220719526208786
E02000576,9.753557792433183,30.134033180241822
E02000577,11.772451935738742,36.02178423236514
E02000578,11.859219586840092,38.28476269775187
E02000579,7.9864779209803505,30.61360604713206
E02000580,9.484304932735425,31.466936914111983
E02000581,13.629673241095084,37.23101908241981
E02000582,6.1164529914529915,30.27985930570424
E02000583,5.276174773289365,29.382485612070308
E02000584,7.305819020763907,29.254355400696863
E02000585,7.852525736174288,31.330365974282888
E02000586,4.470146920912786,36.658431130327365
E02000587,5.321314335562664,32.635467980295566
E02000588,4.259438528557599,35.089479846128114
E02000589,7.279205904810385,34.63448275862069
E02000590,9.697364139277578,36.08833863142045
E02000591,8.006088280060883,34.79800418477386
E02000592,5.207687538747676,29.76066597294485
E02000593,6.457286432160804,33.554322825057504
E02000594,4.900816802800467,36.04938271604938
E02000595,5.75516693163752,34.824902723735406
E02000596,5.857519788918205,30.3730554296934
E02000597,9.373964889036104,36.900252525252526
E02000598,4.722843649018146,26.813295440504138
E02000599,5.742821473158552,36.84736091298145
E02000600,5.075569591698624,25.269203158650395
E02000601,6.2208398133748055,23.37869623655914
E02000602,8.91928337507224,29.779804054709473
E02000603,8.789954337899543,28.647522000926358
E02000604,5.182615792695368,25.806102575200175
E02000605,4.9683618467307245,29.177468772095217
E02000606,6.389111289031225,27.28219696969697
E02000607,7.150745444505797,28.706020903871632
E02000608,6.442516268980477,22.672964712420114
E02000609,5.7103825136612025,33.499344692005245
E02000610,5.610840567435952,25.122595247076575
E02000611,4.618310241782124,30.489115829078205
E02000612,4.710059171597633,30.744062045564714
E02000613,5.299380591878871,24.453501296776583
E02000614,6.0,25.745024206562668
E02000615,5.2434456928838955,25.637447672206015
E02000616,3.9603960396039604,23.791453555518892
E02000617,4.9523809523809526,26.72083051229971
E02000619,9.871495327102805,26.60217654171705
E02000620,7.466887417218543,25.165091943513158
E02000621,7.592911641644105,25.255591054313097
E02000622,7.355612059571377,22.03450327186199
E02000623,8.92933618843683,25.216284987277355
E02000624,9.048760991207034,20.849340670750703
E02000625,8.68421052631579,21.457751021285745
E02000626,10.954516335682255,25.215208034433285
E02000627,6.828087167070218,21.528795811518325
E02000628,10.455927051671733,24.631364184364276
E02000629,4.818709778684664,18.88364952297401
E02000630,4.8088293259755615,20.36619344566804
E02000631,6.817420435510887,20.823269977948126
E02000632,4.47661171424742,15.029203170629954
E02000633,7.658528016862815,23.523632791180002
E02000634,6.488991888760139,23.290503618372473
E02000635,6.486902927580894,20.240521810028536
E02000636,3.8851674641148324,16.623477584866546
E02000637,5.52013422818792,17.233991906688885
E02000638,7.7071290944123305,24.653793641505754
E02000639,9.050559629486685,23.72942448636309
E02000640,4.85776077191815,18.306069737408524
E02000641,10.240311755791296,25.5738465105495
E02000642,6.144662921348314,23.63135895606076
E02000643,6.462470548636823,20.680460750853243
E02000644,6.1790182868142445,20.199530516431924
E02000645,6.759192501802451,22.597566093159884
E02000646,5.517125021089927,21.44436256448047
E02000647,6.968063044379925,24.563649057481964
E02000648,10.308521057786484,25.421563617782322
E02000649,6.805364080711869,19.568875711194806
E02000650,8.379120879120878,23.431180691454664
E02000651,6.772753735687949,23.521336231552453
E02000652,7.985781990521327,25.74074074074074
E02000653,7.925887802367473,22.48750694058856
E02000654,11.391358279925573,24.812201229228318
E02000655,11.186609214451442,22.989399980550424
E02000657,9.757809757809758,26.774356385663804
E02000658,9.013605442176871,23.213457076566122
E02000659,7.188160676532769,24.085328041671833
E02000660,7.050440652540783,19.04993909866017
E02000661,8.078209416002057,23.514927670052323
E02000662,7.894736842105263,21.820373719107895
E02000663,7.699828892691274,23.00220750551876
E02000665,6.797583081570997,23.74003678724709
E02000666,6.645492303933545,23.243844762832104
E02000667,5.485449394797836,21.70531039640987
E02000668,7.21677559912854,23.629737609329446
E02000669,7.890222984562607,22.30306071249373
E02000670,7.387289516567083,25.4510213210079
E02000671,6.389898603405395,20.178448867536034
E02000672,8.055077452667813,23.432632398753896
E02000673,6.5710872162485074,19.756726870622927
E02000674,7.863695937090433,26.191320799337824
E02000675,7.026675341574496,26.04667526679958
E02000676,6.053425247738044,20.562659846547316
E02000677,7.51995879474633,27.51975599611812
E02000678,8.757637474541752,27.223100129291765
E02000679,7.914151576123407,23.767367515062094
E02000680,7.846715328467154,23.770258743247087
E02000681,8.236117592160523,28.171839962232976
E02000682,10.177819372952737,28.660994178235555
E02000683,9.090909090909092,27.672770230360307
E02000685,7.571265678449259,25.482958041097575
E02000686,9.96230479267636,26.914399469143994
E02000687,7.402540516863776,24.842767295597483
E02000689,4.279323088893212,20.863229937079147
E02000690,4.63684858432499,38.77329473493758
E02000691,4.668470906630582,21.495581237253568
E02000692,4.0201005025125625,27.244217953743632
E02000693,5.195794606125247,19.100781487871714
E02000694,4.49001237404985,18.532351971877404
E02000695,5.934473521533072,26.342592592592595
E02000696,6.9882263577668065,20.93858632676709
E02000697,4.222614840989399,17.235846894338756
